"Rank","Transcription Factor","Hypergeometric p-value","Z-score","Combined score","Enriched Targets"
"13","GATA2","0.2112","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""GATA2 targets 3 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:TNFSF10 HLA-E DLL1"" style=""cursor: pointer; text-decoration: underline dotted;"">3 targets"
"14","TRIM28","0.2208","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""TRIM28 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:PACS2"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"15","SMC3","0.2228","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""SMC3 targets 4 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:PENK CD55 LAMC1 GRN"" style=""cursor: pointer; text-decoration: underline dotted;"">4 targets"
"16","ERG","0.2586","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""ERG targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:NAMPT"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"17","E2F1","0.2591","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""E2F1 targets 3 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:ICAM1 GALC S100A10"" style=""cursor: pointer; text-decoration: underline dotted;"">3 targets"
"18","SUZ12","0.2619","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""SUZ12 targets 5 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:CSF1 WNT16 PENK SEMA7A DLL1"" style=""cursor: pointer; text-decoration: underline dotted;"">5 targets"
"19","CTCF","0.3054","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""CTCF targets 5 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:ICAM1 GRN PENK CD55 LAMC1"" style=""cursor: pointer; text-decoration: underline dotted;"">5 targets"
"20","FOXP2","0.3091","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""FOXP2 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:CD55"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"21","RFX5","0.3207","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""RFX5 targets 2 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:B2M HLA-E"" style=""cursor: pointer; text-decoration: underline dotted;"">2 targets"
"22","FOSL2","0.3345","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""FOSL2 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:S100A10"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"23","TCF7L2","0.3390","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""TCF7L2 targets 2 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:S100A10 CD55"" style=""cursor: pointer; text-decoration: underline dotted;"">2 targets"
"24","NELFE","0.3852","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""NELFE targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:B2M"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"25","UBTF","0.4361","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""UBTF targets 4 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:NENF CSF1 CD55 PACS2"" style=""cursor: pointer; text-decoration: underline dotted;"">4 targets"
"26","NFIC","0.4403","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""NFIC targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:ICAM1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"27","PPARD","0.4473","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""PPARD targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:PENK"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"28","CREB1","0.4961","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""CREB1 targets 5 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:NAMPT EDF1 HLA-E CD55 B2M"" style=""cursor: pointer; text-decoration: underline dotted;"">5 targets"
"29","YY1","0.4991","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""YY1 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:LAMC1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"30","GATA1","0.5000","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""GATA1 targets 2 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:LGALS3BP PLCB2"" style=""cursor: pointer; text-decoration: underline dotted;"">2 targets"
"31","EZH2","0.5054","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""EZH2 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:EBI3"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"32","TCF3","0.5218","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""TCF3 targets 2 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:NAMPT EDF1"" style=""cursor: pointer; text-decoration: underline dotted;"">2 targets"
"33","REST","0.5501","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""REST targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:L1CAM"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"34","ZMIZ1","0.5683","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""ZMIZ1 targets 2 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:GSTP1 EDF1"" style=""cursor: pointer; text-decoration: underline dotted;"">2 targets"
"35","USF2","0.5986","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""USF2 targets 2 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:SNX2 GRN"" style=""cursor: pointer; text-decoration: underline dotted;"">2 targets"
"36","AR","0.6688","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""AR targets 2 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:NTNG2 LAMC1"" style=""cursor: pointer; text-decoration: underline dotted;"">2 targets"
"37","PPARG","0.6738","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""PPARG targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:NENF"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"38","MYC","0.6992","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""MYC targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:ICAM1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"39","NFYA","0.6992","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""NFYA targets 4 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:GRN EDF1 HLA-E B2M"" style=""cursor: pointer; text-decoration: underline dotted;"">4 targets"
"40","NANOG","0.7130","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""NANOG targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:DLL1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"41","TAF7","0.7393","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""TAF7 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:L1CAM"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"42","RAD21","0.7459","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""RAD21 targets 2 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:ICAM1 GRN"" style=""cursor: pointer; text-decoration: underline dotted;"">2 targets"
"43","CHD1","0.7476","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""CHD1 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:NAMPT"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"44","REST","0.7520","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""REST targets 2 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:L1CAM HLA-E"" style=""cursor: pointer; text-decoration: underline dotted;"">2 targets"
"45","RUNX1","0.7575","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""RUNX1 targets 2 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:LAMC1 S100A10"" style=""cursor: pointer; text-decoration: underline dotted;"">2 targets"
"46","ZBTB33","0.7718","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""ZBTB33 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:PACS2"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"47","SP1","0.7743","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""SP1 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:GRN"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"48","CEBPD","0.7870","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""CEBPD targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:NENF"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"49","USF1","0.8038","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""USF1 targets 2 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:SNX2 GRN"" style=""cursor: pointer; text-decoration: underline dotted;"">2 targets"
"50","SOX2","0.8051","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""SOX2 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:DLL1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"51","MAX","0.8182","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""MAX targets 3 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:NAMPT GRN CD55"" style=""cursor: pointer; text-decoration: underline dotted;"">3 targets"
"52","MYC","0.8321","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""MYC targets 2 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:CD55 NAMPT"" style=""cursor: pointer; text-decoration: underline dotted;"">2 targets"
"53","BCLAF1","0.8347","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""BCLAF1 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:CD55"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"54","KLF4","0.8771","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""KLF4 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:CD55"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"55","SP2","0.8790","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""SP2 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:GRN"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"56","TCF3","0.8822","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""TCF3 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:DLL1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"57","NFE2L2","0.8862","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""NFE2L2 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:LAMC1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"58","SIN3A","0.9105","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""SIN3A targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:GRN"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"59","E2F6","0.9242","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""E2F6 targets 4 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:GSTP1 GALC NAMPT EDF1"" style=""cursor: pointer; text-decoration: underline dotted;"">4 targets"
"60","ZBTB7A","0.9507","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""ZBTB7A targets 2 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:AGRN ICAM1"" style=""cursor: pointer; text-decoration: underline dotted;"">2 targets"
"61","CREB1","0.9556","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""CREB1 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:B2M"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"62","NFYB","0.9655","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""NFYB targets 4 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:EDF1 HLA-E GRN B2M"" style=""cursor: pointer; text-decoration: underline dotted;"">4 targets"
"63","PML","0.9686","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""PML targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:EDF1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"64","BRCA1","0.9740","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""BRCA1 targets 3 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:PACS2 CD55 B2M"" style=""cursor: pointer; text-decoration: underline dotted;"">3 targets"
"65","NRF1","0.9838","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""NRF1 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:NAMPT"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"66","TAF1","0.9958","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""TAF1 targets 2 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:NAMPT EDF1"" style=""cursor: pointer; text-decoration: underline dotted;"">2 targets"
"67","YY1","0.9980","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""YY1 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:SNX2"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"68","ATF2","0.9985","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""ATF2 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:CD55"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
