"Rank","Transcription Factor","Hypergeometric p-value","Z-score","Combined score","Enriched Targets"
"11","ZBTB7A","0.1912","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""ZBTB7A targets 6 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:APOE VEGFB TGM2 INHA PSAP GDF15"" style=""cursor: pointer; text-decoration: underline dotted;"">6 targets"
"12","RUNX1","0.2006","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""RUNX1 targets 4 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:LAMC1 S100A10 SEMA4D LIF"" style=""cursor: pointer; text-decoration: underline dotted;"">4 targets"
"13","SMAD4","0.2839","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""SMAD4 targets 2 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:ALCAM S100A10"" style=""cursor: pointer; text-decoration: underline dotted;"">2 targets"
"14","NANOG","0.2913","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""NANOG targets 2 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:LRPAP1 PDGFC"" style=""cursor: pointer; text-decoration: underline dotted;"">2 targets"
"15","SPI1","0.2991","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""SPI1 targets 4 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:RNF4 LYN ITPR1 PSAP"" style=""cursor: pointer; text-decoration: underline dotted;"">4 targets"
"16","FOSL2","0.2998","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""FOSL2 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:S100A10"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"17","TRIM28","0.3174","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""TRIM28 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:INHA"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"18","SMC3","0.3588","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""SMC3 targets 3 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:TGM2 LAMC1 GDF15"" style=""cursor: pointer; text-decoration: underline dotted;"">3 targets"
"19","STAT3","0.3778","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""STAT3 targets 2 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:HLA-E LAMC1"" style=""cursor: pointer; text-decoration: underline dotted;"">2 targets"
"20","BCL3","0.3916","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""BCL3 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:ALCAM"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"21","CTCF","0.4053","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""CTCF targets 4 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:TGM2 ALCAM LAMC1 GDF15"" style=""cursor: pointer; text-decoration: underline dotted;"">4 targets"
"22","SOX2","0.4102","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""SOX2 targets 2 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:PDGFC LRPAP1"" style=""cursor: pointer; text-decoration: underline dotted;"">2 targets"
"23","FOXA2","0.4377","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""FOXA2 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:F7"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"24","TCF3","0.4511","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""TCF3 targets 2 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:ALCAM PSAP"" style=""cursor: pointer; text-decoration: underline dotted;"">2 targets"
"25","YY1","0.4540","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""YY1 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:LAMC1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"26","E2F1","0.4628","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""E2F1 targets 2 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:LYN S100A10"" style=""cursor: pointer; text-decoration: underline dotted;"">2 targets"
"27","BHLHE40","0.4698","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""BHLHE40 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:PSAP"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"28","SALL4","0.4766","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""SALL4 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:LRPAP1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"29","ZMIZ1","0.4959","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""ZMIZ1 targets 2 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:ADAM10 LRPAP1"" style=""cursor: pointer; text-decoration: underline dotted;"">2 targets"
"30","USF2","0.5255","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""USF2 targets 2 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:ADAM10 PSAP"" style=""cursor: pointer; text-decoration: underline dotted;"">2 targets"
"31","TCF3","0.5485","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""TCF3 targets 2 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:PDGFC LRPAP1"" style=""cursor: pointer; text-decoration: underline dotted;"">2 targets"
"32","UBTF","0.5741","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""UBTF targets 3 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:ADAM10 LRPAP1 ITPR1"" style=""cursor: pointer; text-decoration: underline dotted;"">3 targets"
"33","RELA","0.5876","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""RELA targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:CCL3"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"34","SUZ12","0.5968","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""SUZ12 targets 3 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:ALCAM LYN NPY"" style=""cursor: pointer; text-decoration: underline dotted;"">3 targets"
"35","RFX5","0.6413","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""RFX5 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:HLA-E"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"36","TCF7L2","0.6570","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""TCF7L2 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:S100A10"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"37","NRF1","0.6750","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""NRF1 targets 3 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:ADAM10 LRPAP1 PSAP"" style=""cursor: pointer; text-decoration: underline dotted;"">3 targets"
"38","RAD21","0.6763","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""RAD21 targets 2 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:APOE TGM2"" style=""cursor: pointer; text-decoration: underline dotted;"">2 targets"
"39","FLI1","0.6974","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""FLI1 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:ECM1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"40","CHD1","0.7002","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""CHD1 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:ADAM10"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"41","TP63","0.7307","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""TP63 targets 2 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:TGM2 ALCAM"" style=""cursor: pointer; text-decoration: underline dotted;"">2 targets"
"42","USF1","0.7396","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""USF1 targets 2 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:ADAM10 PSAP"" style=""cursor: pointer; text-decoration: underline dotted;"">2 targets"
"43","CEBPD","0.7416","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""CEBPD targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:INHA"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"44","KLF4","0.8404","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""KLF4 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:APOE"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"45","SP2","0.8425","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""SP2 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:RNF4"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"46","SIX5","0.8701","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""SIX5 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:ITPR1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"47","AR","0.8703","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""AR targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:LAMC1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"48","TAF1","0.8811","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""TAF1 targets 4 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:RNF4 LRPAP1 FARP2 ITPR1"" style=""cursor: pointer; text-decoration: underline dotted;"">4 targets"
"49","PBX3","0.9076","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""PBX3 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:RNF4"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"50","ATF2","0.9090","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""ATF2 targets 3 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:APOE LYN ITPR1"" style=""cursor: pointer; text-decoration: underline dotted;"">3 targets"
"51","REST","0.9095","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""REST targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:HLA-E"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"52","NFYA","0.9276","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""NFYA targets 2 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:ADAM10 HLA-E"" style=""cursor: pointer; text-decoration: underline dotted;"">2 targets"
"53","NFYB","0.9286","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""NFYB targets 4 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:ADAM10 HLA-E RNF4 FARP2"" style=""cursor: pointer; text-decoration: underline dotted;"">4 targets"
"54","CREB1","0.9345","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""CREB1 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:RNF4"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"55","MYC","0.9431","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""MYC targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:ITPR1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"56","ELF1","0.9513","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""ELF1 targets 2 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:ADAM10 RNF4"" style=""cursor: pointer; text-decoration: underline dotted;"">2 targets"
"57","PML","0.9516","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""PML targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:ITPR1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"58","MAX","0.9817","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""MAX targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:ITPR1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"59","GABPA","0.9820","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""GABPA targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:RNF4"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"60","CREB1","0.9870","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""CREB1 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:HLA-E"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"61","BRCA1","0.9873","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""BRCA1 targets 2 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:ALCAM ITPR1"" style=""cursor: pointer; text-decoration: underline dotted;"">2 targets"
"62","YY1","0.9957","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""YY1 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:LRPAP1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
