"Rank","Transcription Factor","Hypergeometric p-value","Z-score","Combined score","Enriched Targets"
"18","NELFE","0.2047","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""NELFE targets 3 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:B2M LRPAP1 LIN7C"" style=""cursor: pointer; text-decoration: underline dotted;"">3 targets"
"19","RELA","0.2194","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""RELA targets 5 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:CSF1 RPS19 B2M EBI3 MMP9"" style=""cursor: pointer; text-decoration: underline dotted;"">5 targets"
"20","CEBPB","0.2494","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""CEBPB targets 2 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:SLPI ADAM28"" style=""cursor: pointer; text-decoration: underline dotted;"">2 targets"
"21","RAD21","0.3281","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""RAD21 targets 10 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:CXCL12 APOE CD14 APOB RGMB RGMA TGM2 SEMA6A CEACAM1 NTS"" style=""cursor: pointer; text-decoration: underline dotted;"">10 targets"
"22","REST","0.3414","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""REST targets 10 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:NRG3 INHBB NR1D1 ADM CHL1 ANGPTL3 SEMA6A HLA-E SORBS1 FGG"" style=""cursor: pointer; text-decoration: underline dotted;"">10 targets"
"23","TCF7L2","0.3444","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""TCF7L2 targets 5 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:DKK1 NR1D1 CD320 SORBS1 EFNA1"" style=""cursor: pointer; text-decoration: underline dotted;"">5 targets"
"24","FOXA2","0.3500","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""FOXA2 targets 3 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:EFNA1 FGA FGL1"" style=""cursor: pointer; text-decoration: underline dotted;"">3 targets"
"25","FOSL2","0.3749","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""FOSL2 targets 2 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:NR1D1 EFNA1"" style=""cursor: pointer; text-decoration: underline dotted;"">2 targets"
"26","YY1","0.3787","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""YY1 targets 3 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:LAMC1 DCN CD244"" style=""cursor: pointer; text-decoration: underline dotted;"">3 targets"
"27","SMC3","0.3818","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""SMC3 targets 9 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:CXCL12 APOB RGMA TGM2 LAMC1 SEMA6A IGFBP4 CEACAM1 NTS"" style=""cursor: pointer; text-decoration: underline dotted;"">9 targets"
"28","VDR","0.3990","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""VDR targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:CAMP"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"29","CTCF","0.4062","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""CTCF targets 13 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:NRG2 APOB TGM2 GNAS RPS19 CXCL12 RGMA LAMC1 DKK1 SEMA6A IGFBP4 MAP7 CEACAM1"" style=""cursor: pointer; text-decoration: underline dotted;"">13 targets"
"30","KLF4","0.4821","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""KLF4 targets 7 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:CXCL12 SFRP1 APOE CALM3 RGMA ADM RPS19"" style=""cursor: pointer; text-decoration: underline dotted;"">7 targets"
"31","SUZ12","0.5042","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""SUZ12 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:DSC3"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"32","ZEB1","0.5075","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""ZEB1 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:MAP7"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"33","IRF8","0.5542","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""IRF8 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:TNFSF13B"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"34","SPI1","0.5544","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""SPI1 targets 7 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:CD14 LAMC1 PF4 PROS1 IGFBP4 RPS19 B2M"" style=""cursor: pointer; text-decoration: underline dotted;"">7 targets"
"35","ZC3H11A","0.5773","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""ZC3H11A targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:IGFBP4"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"36","MYOD1","0.6696","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""MYOD1 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:TNC"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"37","SALL4","0.6844","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""SALL4 targets 2 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:LRPAP1 NID1"" style=""cursor: pointer; text-decoration: underline dotted;"">2 targets"
"38","HDAC2","0.6889","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""HDAC2 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:RPS19"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"39","FLI1","0.8089","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""FLI1 targets 3 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:PF4 CD244 RPS19"" style=""cursor: pointer; text-decoration: underline dotted;"">3 targets"
"40","SPI1","0.8103","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""SPI1 targets 8 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:CAMP PROS1 RPS19 DSC2 CD14 PLCB2 B2M NTS"" style=""cursor: pointer; text-decoration: underline dotted;"">8 targets"
"41","IRF1","0.8273","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""IRF1 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:B2M"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"42","BCL3","0.8385","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""BCL3 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:NMB"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"43","ZBTB33","0.8483","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""ZBTB33 targets 3 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:FZD6 LIN7C RPS19"" style=""cursor: pointer; text-decoration: underline dotted;"">3 targets"
"44","PPARG","0.8727","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""PPARG targets 2 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:ADIPOQ LPL"" style=""cursor: pointer; text-decoration: underline dotted;"">2 targets"
"45","RFX5","0.8880","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""RFX5 targets 2 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:B2M HLA-E"" style=""cursor: pointer; text-decoration: underline dotted;"">2 targets"
"46","EZH2","0.8957","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""EZH2 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:EBI3"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"47","MYC","0.8962","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""MYC targets 2 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:RPS19 GNAS"" style=""cursor: pointer; text-decoration: underline dotted;"">2 targets"
"48","BHLHE40","0.9025","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""BHLHE40 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:NR1D1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"49","TCF3","0.9207","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""TCF3 targets 3 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:CALM3 FBN1 EDF1"" style=""cursor: pointer; text-decoration: underline dotted;"">3 targets"
"50","RUNX1","0.9363","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""RUNX1 targets 5 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:FYN CD34 GNAS LAMC1 MMP9"" style=""cursor: pointer; text-decoration: underline dotted;"">5 targets"
"51","RCOR1","0.9492","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""RCOR1 targets 2 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:EBI3 CD320"" style=""cursor: pointer; text-decoration: underline dotted;"">2 targets"
"52","SP1","0.9507","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""SP1 targets 2 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:RPS19 CALM3"" style=""cursor: pointer; text-decoration: underline dotted;"">2 targets"
"53","STAT3","0.9555","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""STAT3 targets 2 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:HLA-E LAMC1"" style=""cursor: pointer; text-decoration: underline dotted;"">2 targets"
"54","E2F1","0.9796","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""E2F1 targets 2 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:NR1D1 COL18A1"" style=""cursor: pointer; text-decoration: underline dotted;"">2 targets"
"55","ZMIZ1","0.9853","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""ZMIZ1 targets 2 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:LRPAP1 EDF1"" style=""cursor: pointer; text-decoration: underline dotted;"">2 targets"
"56","FOS","0.9864","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""FOS targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:NUCB2"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"57","UBTF","0.9865","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""UBTF targets 5 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:LRPAP1 CSF1 PROS1 IZUMO1 SORBS1"" style=""cursor: pointer; text-decoration: underline dotted;"">5 targets"
"58","TAF7","0.9867","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""TAF7 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:RPS19"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"59","CHD1","0.9880","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""CHD1 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:CALM3"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"60","IRF3","0.9886","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""IRF3 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:FYN"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"61","SP2","0.9909","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""SP2 targets 2 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:FYN NUCB2"" style=""cursor: pointer; text-decoration: underline dotted;"">2 targets"
"62","PBX3","0.9918","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""PBX3 targets 3 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:FYN CALM3 CD320"" style=""cursor: pointer; text-decoration: underline dotted;"">3 targets"
"63","ZBTB7A","0.9928","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""ZBTB7A targets 7 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:APOE VEGFB TGM2 NUCB2 PROS1 RGMB ADM"" style=""cursor: pointer; text-decoration: underline dotted;"">7 targets"
"64","NFYA","0.9947","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""NFYA targets 7 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:FYN NR1D1 NUCB2 EDF1 HLA-E CALM3 B2M"" style=""cursor: pointer; text-decoration: underline dotted;"">7 targets"
"65","BCLAF1","0.9969","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""BCLAF1 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:RPS19"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"66","CREB1","0.9970","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""CREB1 targets 3 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:EGF RPS19 B2M"" style=""cursor: pointer; text-decoration: underline dotted;"">3 targets"
"67","MYC","0.9980","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""MYC targets 3 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:NR1D1 RPS19 CD320"" style=""cursor: pointer; text-decoration: underline dotted;"">3 targets"
"68","USF2","0.9986","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""USF2 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:NR1D1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"69","PML","0.9988","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""PML targets 3 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:LIN7C EDF1 RPS19"" style=""cursor: pointer; text-decoration: underline dotted;"">3 targets"
"70","SIX5","0.9994","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""SIX5 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:IZUMO1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"71","CREB1","0.9995","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""CREB1 targets 5 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:LIN7C EDF1 HLA-E CALM3 B2M"" style=""cursor: pointer; text-decoration: underline dotted;"">5 targets"
"72","SIN3A","0.9996","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""SIN3A targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:NR1D1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"73","NFYB","0.9998","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""NFYB targets 11 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:EDF1 HLA-E BMP6 FYN NR1D1 NUCB2 CD320 IZUMO1 SORBS1 CALM3 B2M"" style=""cursor: pointer; text-decoration: underline dotted;"">11 targets"
"74","NRF1","0.9998","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""NRF1 targets 3 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:LRPAP1 NR1D1 CD320"" style=""cursor: pointer; text-decoration: underline dotted;"">3 targets"
"75","ATF2","0.9999","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""ATF2 targets 6 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:LIN7C APOE RPS19 CD320 CALM3 SEMA6A"" style=""cursor: pointer; text-decoration: underline dotted;"">6 targets"
"76","USF1","0.9999","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""USF1 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:NR1D1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"77","E2F6","1.000","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""E2F6 targets 7 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:EDF1 BMP6 NR1D1 NUCB2 CD320 IGFBP4 MAP7"" style=""cursor: pointer; text-decoration: underline dotted;"">7 targets"
"78","MAX","1.000","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""MAX targets 2 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:NR1D1 CD320"" style=""cursor: pointer; text-decoration: underline dotted;"">2 targets"
"79","BRCA1","1.000","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""BRCA1 targets 6 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:RPS19 FZD6 LIN7C CD320 CALM3 B2M"" style=""cursor: pointer; text-decoration: underline dotted;"">6 targets"
"80","TAF1","1.000","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""TAF1 targets 5 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:EDF1 RPS19 LIN7C LRPAP1 CALM3"" style=""cursor: pointer; text-decoration: underline dotted;"">5 targets"
"81","GABPA","1.000","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""GABPA targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:RPS19"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"82","YY1","1.000","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""YY1 targets 2 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:LIN7C LRPAP1"" style=""cursor: pointer; text-decoration: underline dotted;"">2 targets"
"83","ELF1","1.000","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""ELF1 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:RPS19"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
