"Rank","Transcription Factor","Hypergeometric p-value","Z-score","Combined score","Enriched Targets"
"76","USF2","0.9886","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""USF2 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:CALR"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"77","CREB1","0.9935","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""CREB1 targets 4 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:HLA-E ARF1 CALM2 B2M"" style=""cursor: pointer; text-decoration: underline dotted;"">4 targets"
"78","BRCA1","0.9944","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""BRCA1 targets 7 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:RPS19 ARF1 CALR TCTN1 PKM CALM2 B2M"" style=""cursor: pointer; text-decoration: underline dotted;"">7 targets"
"79","ATF2","0.9978","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""ATF2 targets 5 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:FGF2 RPS19 LYN CALM2 SEMA6A"" style=""cursor: pointer; text-decoration: underline dotted;"">5 targets"
"80","USF1","0.9988","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""USF1 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:CALR"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"81","TAF1","0.9989","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""TAF1 targets 6 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:RPS19 ARF1 CALR RNF4 PKM CALM2"" style=""cursor: pointer; text-decoration: underline dotted;"">6 targets"
"82","GABPA","0.9995","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""GABPA targets 2 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:RNF4 RPS19"" style=""cursor: pointer; text-decoration: underline dotted;"">2 targets"
"83","NFYB","0.9998","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""NFYB targets 6 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:HLA-E CALR RNF4 PKM CALM2 B2M"" style=""cursor: pointer; text-decoration: underline dotted;"">6 targets"
"84","NRF1","0.9999","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""NRF1 targets 1 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:ARF1"" style=""cursor: pointer; text-decoration: underline dotted;"">1 targets"
"85","ELF1","0.9999","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""ELF1 targets 2 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:RNF4 RPS19"" style=""cursor: pointer; text-decoration: underline dotted;"">2 targets"
"86","YY1","1.000","0.00","0.00",""" title=""Overlapping EnrichrTargets"" data-content=""YY1 targets 2 genes from the input gene list.Associations were determined from the following experiment:The full list of targets is available below:ARF1 CLSTN1"" style=""cursor: pointer; text-decoration: underline dotted;"">2 targets"
