Name,Human_Score,Mouse_Score
MORN1,0.092170063,0.151733034
MORN2,0.616369468,1.39E-06
MORN3,0.568313683,0.12343571
MORN4,0.000128682,5.64E-10
MORN5,1,0.078133291
MOSPD1,1,5.26E-07
MOSPD2,0.111441206,4.86E-05
MOSPD3,0.55476156,3.56E-05
MOV10,1,0.062888295
MOV10L1,0.559136189,1
MOXD1,1,2.20E-05
MPC1,0.136820441,0.000100512
MPC2,0.357705396,7.33E-05
MPDU1,2.01E-05,7.66E-08
MPDZ,0.007599708,0.000259452
MPEG1,1,1
MPG,0.000988919,0.026065165
MPHOSPH10,0.023951894,0.000150522
MPHOSPH6,0.000506259,4.51E-05
MPHOSPH8,2.53E-05,4.86E-09
MPHOSPH9,0.045838602,0.021823804
MPI,0.17886084,6.90E-06
MPL,1,1
MPLKIP,0.395806376,0.527249326
MPND,0.00033458,1.99E-08
MPO,1,1
MPP1,0.017658094,9.25E-06
MPP2,0.000727803,0.010699901
MPP3,0.011290481,0.019449548
MPP4,1,1
MPP7,0.166447996,0.260495556
MPPE1,0.024486021,0.102865616
MPPED1,1.04E-05,0.198523493
MPPED2,4.11E-08,7.91E-06
MPRIP,2.61E-05,6.66E-06
MPST,0.220019563,0.023990834
MPV17,0.006278845,0.03779572
MPV17L2,0.235575749,0.000595009
MPZ,0.049504458,0.005313639
MPZL1,0.000192412,0.000316401
MPZL2,1,1
MPZL3,0.676806488,0.003284933
MR1,1,0.575411359
MRAP,1,0.358302652
MRAP2,1.54E-05,0.016087152
MRAS,0.01316289,1.08E-05
MRC1,0.332287727,1
MRC2,0.124416698,1
MREG,0.373621751,0.005873604
MRFAP1,7.59E-06,6.85E-13
MRFAP1L1,0.073137016,6.85E-13
MRGBP,0.001661992,0.054821891
MRGPRE,1,1.30E-05
MRGPRF,1,1
MRGPRX1,1,0.495274343
MRGPRX2,1,0.495274343
MRGPRX3,1,0.495274343
MRGPRX4,1,0.495274343
MRI1,0.026216179,0.00064215
MRLN,1,1
MRM1,0.284846684,2.27E-06
MRM2,0.057284791,1
MRM3,0.730616242,1
MRO,1,1
MROH1,0.000340724,0.005666059
MROH2A,1,1
MROH2B,1,1
MROH7-TTC4,1,1
MROH8,0.000743711,1
MRPL1,3.65E-05,0.000164229
MRPL10,0.160815796,1.78E-09
MRPL11,0.031140989,3.38E-06
MRPL13,0.915085307,1.65E-05
MRPL14,0.000181161,1.68E-08
MRPL15,0.006812975,0.000341677
MRPL16,0.577238337,7.07E-06
MRPL17,0.388641727,6.71E-05
MRPL18,0.008251169,8.52E-10
MRPL19,0.02837922,1.57E-05
MRPL2,0.040219189,6.28E-09
MRPL20,0.00012749,2.73E-11
MRPL21,1,1.84E-06
MRPL22,0.080276223,7.51E-06
MRPL23,0.003509658,0.044715486
MRPL24,0.007076748,1.39E-05
MRPL27,0.001640287,2.52E-10
MRPL28,3.06E-05,4.34E-10
MRPL3,0.011580522,4.92E-06
MRPL32,0.13576427,6.80E-05
MRPL33,0.000139042,0.025570432
MRPL34,0.261066323,4.60E-10
MRPL35,0.099201021,7.53E-07
MRPL36,1,1.83E-09
MRPL37,3.84E-05,1.04E-06
MRPL38,1,2.22E-06
MRPL39,0.16833254,3.94E-06
MRPL4,0.001579199,2.04E-07
MRPL40,1,2.25E-07
MRPL41,6.02E-14,5.17E-09
MRPL42,0.094045043,3.85E-07
MRPL43,1,5.81E-08
MRPL44,2.49E-05,4.25E-08
MRPL45,0.03303824,2.26E-06
MRPL46,1,3.03E-08
MRPL47,0.060948548,8.24E-05
MRPL48,0.017765879,0.001437161
MRPL49,0.080934387,2.10E-08
MRPL50,0.663249511,2.49E-08
MRPL51,0.015397868,4.72E-07
MRPL52,0.012263787,1.95E-08
MRPL53,1,0.002726525
MRPL54,0.001832533,2.90E-08
MRPL55,8.73E-06,1.97E-08
MRPL57,0.004536858,0.00344114
MRPL58,0.183608335,1
MRPL9,1,5.59E-08
MRPS10,0.00081289,0.000122264
MRPS11,0.033518461,1.79E-05
MRPS12,0.020711298,8.12E-10
MRPS14,0.122758419,1.19E-06
MRPS15,0.375384379,2.64E-07
MRPS16,2.18E-06,2.65E-05
MRPS18A,0.00047711,1.26E-06
MRPS18B,0.005799373,0.005251789
MRPS18C,1,3.56E-08
MRPS2,0.012979249,0.000111004
MRPS21,8.44E-08,5.61E-10
MRPS22,0.258099011,0.000238225
MRPS23,0.018648069,9.98E-10
MRPS25,0.019823375,1.57E-05
MRPS26,0.000102845,5.19E-06
MRPS27,0.006374413,9.56E-06
MRPS28,0.368939458,6.19E-07
MRPS30,0.707903712,0.000195274
MRPS31,0.002776871,0.000122087
MRPS33,0.975140975,3.53E-06
MRPS34,1.20E-05,0.000121243
MRPS35,0.000283945,0.001294808
MRPS36,0.003558252,7.09E-05
MRPS5,0.000713527,4.26E-05
MRPS7,0.010779217,5.02E-08
MRPS9,0.001885366,1.67E-05
MRRF,0.196870159,2.89E-05
MRS2,0.507085971,0.101228214
MRTO4,0.000782929,5.21E-05
MS4A1,1,1
MS4A15,1,1
MS4A18,1,1
MS4A2,1,1
MS4A3,1,0.003029878
MS4A4A,1,1
MS4A4E,1,1
MS4A5,1,1
MS4A6A,1,1
MS4A6E,1,1
MS4A8,1,1
MSANTD1,0.133378336,0.196610343
MSANTD2,0.030257762,0.097212268
MSANTD3,1,0.002085825
MSANTD4,0.029650501,5.09E-05
MSC,0.003967574,0.002876545
MSH2,0.117519024,1.23E-05
MSH3,0.001732778,0.000931994
MSH4,1,1
MSH6,0.189338002,0.001797152
MSI1,0.36902875,1
MSI2,0.011194032,0.009408066
MSL1,0.001336296,3.11E-05
MSL2,0.000353294,0.149166888
MSL3,0.410511283,0.000612899
MSLNL,1,1
MSMB,1,1
MSMO1,3.29E-07,1.06E-06
MSN,7.20E-07,1.08E-11
MSR1,0.041656907,1
MSRA,0.00152763,0.000189862
MSRB1,0.305738076,2.03E-05
MSRB2,0.001376249,1.87E-09
MSRB3,0.106585885,0.012739234
MSS51,1,1
MST1R,1,0.022767643
MSTN,1,1
MSTO1,0.23481476,0.000620335
MSX1,1,1
MSX2,1,1
MT-ATP6,1.01E-15,1.57E-06
MT-ATP8,1.59E-08,0.002479284
MT-CO1,1.87E-16,2.02E-14
MT-CO2,5.25E-20,1.51E-07
MT-CO3,4.46E-23,1.99E-06
MT-CYB,1.13E-13,4.58E-11
MT-ND1,1.49E-14,6.01E-11
MT-ND2,7.31E-14,1.33E-07
MT-ND3,5.84E-18,0.054959571
MT-ND4,7.63E-15,1.64E-08
MT-ND4L,3.28E-11,0.00085405
MT-ND5,1.78E-09,3.03E-07
MT-ND6,2.61E-08,0.00012506
MT1G,1,2.05E-09
MT4,1,1
MTA1,0.002502304,0.003759852
MTA2,0.180414429,9.47E-05
MTA3,3.82E-06,0.000245379
MTBP,1,1
MTCH1,0.000153055,7.96E-10
MTCH2,7.71E-06,1.44E-08
MTCL1,0.000485354,0.004735398
MTCP1,1,0.209489886
MTDH,0.000206628,4.33E-05
MTERF1,0.000250943,0.848919481
MTERF2,0.108612955,0.069167741
MTERF3,0.616933592,0.285995843
MTERF4,0.109414852,0.374798359
MTF1,0.116056394,0.00125826
MTF2,0.021321464,0.009829978
MTFMT,0.001880394,0.00021741
MTFP1,1,0.000718582
MTFR1,0.055840821,3.14E-05
MTFR1L,0.031203768,1.35E-08
MTFR2,1,1
MTG1,1,0.000144625
MTG2,0.053936995,0.01569287
MTHFD1,0.11856631,0.000627532
MTHFD1L,3.68E-06,4.05E-05
MTHFD2,0.00388856,2.87E-06
MTHFD2L,0.236933694,0.017916391
MTHFR,0.00292002,0.001940343
MTHFS,1,0.538339199
MTHFSD,0.188071218,0.006203732
MTIF2,0.798749205,6.51E-05
MTIF3,0.00017817,0.000881628
MTM1,0.078497699,0.00076122
MTMR1,0.055281909,0.001002254
MTMR10,0.038672547,0.004906989
MTMR11,1,0.011256448
MTMR12,0.043716494,0.012425795
MTMR14,0.420064509,9.64E-07
MTMR2,0.033954304,3.87E-06
MTMR3,0.001504887,0.0001333
MTMR4,0.010484847,6.39E-06
MTMR6,2.05E-06,1.80E-11
MTMR7,0.00647119,6.14E-07
MTMR9,0.004081577,0.000210318
MTO1,0.315618399,0.000102288
MTOR,0.06053858,0.000187004
MTPAP,0.12436697,0.000138316
MTPN,2.22E-08,8.80E-09
MTR,0.049044739,0.052040161
MTRF1,0.076188533,0.000357338
MTRF1L,0.023267156,0.00273276
MTRR,0.16938524,0.000469817
MTSS1,0.001358839,5.96E-05
MTTP,1,0.003995758
MTURN,1.20E-05,0.000331422
MTUS1,0.000387635,1.51E-06
MTUS2,8.80E-06,0.000288898
MTX1,1,0.000243315
MTX2,6.41E-08,1.52E-06
MTX3,0.547812762,0.063633216
MUC13,0.469587502,1
MUC15,1,1
MUL1,0.005733985,1.24E-05
MUS81,1,0.001071378
MUSK,1,1
MUTYH,0.520161262,0.054308523
MVB12A,0.008599315,0.0001118
MVB12B,6.46E-05,0.062242756
MVD,4.36E-13,2.54E-06
MVK,0.002127227,4.43E-07
MVP,0.118232243,7.18E-05
MX1,0.008381633,1
MXD1,0.011718741,0.034844691
MXD3,0.843712376,1
MXD4,0.001004059,0.00929416
MXI1,0.004817171,0.005214664
MXRA8,1,0.00146491
MYADM,6.22E-06,4.89E-08
MYADML2,1,0.059639823
MYB,1,1
MYBBP1A,1,0.000689174
MYBL1,0.484679735,0.61739888
MYBL2,0.276531775,1
MYBPC2,1,1
MYC,0.158740851,2.31E-05
MYCBP2,6.50E-05,2.91E-06
MYCBPAP,1,0.025501505
MYCL,1,1
MYCT1,1,1
MYD88,1,0.001089069
MYDGF,0.037086015,1
MYEF2,0.002684047,0.500423311
MYH10,0.025213599,0.000198032
MYH11,1,1
MYH13,0.891567879,1
MYH14,0.000176479,0.034496045
MYH7,1,1
MYH7B,1,1
MYH8,1,1
MYH9,0.003933895,0.000211447
MYL10,1,1
MYL2,1,1
MYL3,1,1
MYL4,1,0.037841963
MYL6,2.84E-08,3.85E-10
MYL6B,0.236150605,0.187016062
MYL7,1,1
MYL9,0.076911471,0.014805071
MYLIP,0.441003951,0.02634247
MYLK,1,1
MYLK2,1,1
MYLK3,1,1
MYLPF,1,0.083459896
MYNN,0.116338294,0.00021834
MYO10,0.074745797,0.002077472
MYO15A,0.827117028,1
MYO16,0.206767825,1
MYO18A,0.058946319,9.12E-05
MYO18B,1,1
MYO19,0.186881304,1
MYO1A,1,0.000697466
MYO1B,0.005387048,0.00011327
MYO1C,0.038841909,0.000294037
MYO1D,3.96E-05,0.008967113
MYO1E,0.005151599,1.92E-07
MYO1F,0.142481309,1
MYO1G,1,1
MYO1H,0.746007893,1
MYO3B,1,1
MYO5A,0.010805362,1.83E-05
MYO5B,1,1
MYO5C,0.580201043,1
MYO6,0.000442066,0.002535537
MYO7A,1,0.940926015
MYO9A,2.69E-05,0.000361914
MYO9B,0.003491895,0.021120975
MYOC,1,1
MYOCD,1,1
MYOF,0.240098943,1
MYOG,1,1
MYOM1,0.015729069,1
MYOM2,0.089984085,1
MYOM3,1,1
MYOZ1,1,1
MYOZ2,1,1
MYPN,1,1
MYPOP,0.007137452,0.138793311
MYRF,1,1
MYRFL,0.007417592,1
MYRIP,0.024460364,0.974826384
MYSM1,0.155838425,0.00017028
MYT1,0.000338907,5.90E-05
MYT1L,0.027703869,1.06E-06
MZB1,1,1
MZF1,0.338482231,1
MZT1,0.028234391,1.25E-08
MZT2A,0.000117166,3.21E-07
MZT2B,2.20E-06,3.21E-07
N4BP1,0.003035314,0.000355888
N4BP2,0.104676545,1
N4BP2L1,0.07425919,0.000302056
N4BP2L2,0.001305883,0.000889848
N4BP3,0.0282055,0.605366736
N6AMT1,0.407427518,3.12E-05
NAA15,0.004918048,4.58E-05
NAA16,0.041041226,0.031810003
NAA20,0.000150089,4.91E-06
NAA25,0.012170313,4.89E-06
NAA30,0.195996907,0.0009277
NAA35,0.020444823,3.82E-06
NAA38,1.40E-07,4.71E-09
NAA40,0.226660161,0.003542275
NAA50,0.0255176,2.34E-05
NAAA,0.006729431,3.25E-06
NAALAD2,0.682237045,1
NAB1,0.010955517,0.000728862
NAB2,0.038865284,1
NABP1,0.726747716,0.082431685
NABP2,0.027223712,4.21E-06
NACA,0.926492902,3.57E-05
NACAD,0.001533999,2.55E-09
NACC1,0.00123183,0.007307041
NACC2,2.36E-05,1.02E-07
NADK,0.001017577,2.17E-06
NADK2,0.142983216,0.690741587
NADSYN1,0.116291271,0.004164756
NAE1,0.002946297,1.29E-06
NAF1,1,0.146386908
NAGA,0.536823634,0.00054064
NAGK,0.087321785,1.04E-08
NAGLU,1,0.000331696
NAGPA,1,0.000138936
NAGS,1,1
NAIF1,0.177652779,1
NALCN,0.003419102,0.047658089
NAMPT,1,1.35E-05
NANOG,1,1
NANOS1,1,0.011493615
NANOS3,0.004384703,1
NANP,1,1
NANS,0.056713851,1.87E-05
NAP1L1,0.000793919,1.10E-09
NAP1L2,6.72E-06,1.58E-08
NAP1L3,8.92E-08,4.53E-07
NAP1L4,5.09E-08,7.63E-11
NAP1L5,3.62E-08,6.84E-14
NAPA,0.119332849,1.21E-13
NAPB,8.52E-08,9.28E-11
NAPEPLD,1,0.016175734
NAPG,0.001298092,4.88E-09
NAPRT,0.02462754,1
NAPSA,1,1
NARF,0.02131003,8.50E-05
NARS2,0.001212825,0.00033034
NASP,0.007599708,0.000625125
NAT1,1,0.667087215
NAT10,0.001655183,0.00112524
NAT14,1.07E-05,0.001598513
NAT8L,1.36E-09,1.81E-05
NAT9,0.087804276,4.10E-05
NATD1,0.757363404,0.59161377
NAV1,0.000453498,5.94E-07
NAV2,0.002167756,0.006061222
NAV3,1.82E-06,0.005978199
NAXD,0.049481387,1
NAXE,0.925746021,1
NBAS,6.99E-05,0.010195285
NBEA,0.169835975,0.015225046
NBEAL1,0.009093716,0.000697085
NBEAL2,0.117140108,1
NBL1,9.89E-07,3.65E-10
NBN,0.015605218,0.000276546
NBR1,0.021911414,7.34E-08
NCALD,1.33E-05,8.15E-08
NCAM1,1.04E-07,6.66E-08
NCAM2,1.24E-05,0.016198203
NCAN,0.206995773,0.016592094
NCAPD2,0.167911266,0.038773196
NCAPD3,0.50510979,0.004241536
NCAPG,0.487156402,1
NCAPG2,0.695707835,1
NCAPH,1,1
NCAPH2,0.003019576,3.68E-06
NCBP1,0.037467554,1.16E-06
NCBP2L,1,6.35E-10
NCBP3,0.092635861,1
NCCRP1,1,1
NCDN,0.000203765,4.62E-12
NCEH1,0.000275602,1.03E-06
NCF2,1,1
NCF4,1,1
NCK1,0.110807462,3.23E-05
NCK2,0.00258002,0.105574877
NCKAP1,0.001877372,1.30E-08
NCKAP1L,1,1
NCKAP5,0.055866337,1
NCKAP5L,0.004992622,0.032049545
NCKIPSD,0.011970998,4.71E-05
NCL,4.51E-05,4.44E-08
NCLN,4.83E-06,1.04E-05
NCMAP,0.128704639,0.222153097
NCOA1,2.18E-06,4.21E-05
NCOA2,3.92E-06,0.000281487
NCOA3,0.00105437,0.00533858
NCOA4,0.00034993,0.17522772
NCOA5,0.000514931,0.0002877
NCOA6,0.012459839,0.001017051
NCOA7,3.14E-09,1.15E-09
NCOR1,0.018002952,1.45E-05
NCOR2,4.93E-05,0.002970444
NCR1,1,1
NCS1,7.07E-11,4.06E-07
NCSTN,0.001267318,6.09E-06
NDC1,0.014303836,0.00367146
NDC80,0.082617175,1
NDE1,0.128500129,0.000740673
NDEL1,0.013185861,6.75E-10
NDFIP1,5.55E-10,9.43E-07
NDFIP2,9.23E-05,1.16E-08
NDN,0.001584434,4.07E-13
NDNF,1,0.263361363
NDOR1,0.593973023,0.004982753
NDP,0.179467433,0.000267736
NDRG1,0.154523004,0.000191513
NDRG2,0.083077914,3.45E-08
NDRG3,3.40E-07,1.93E-08
NDRG4,2.84E-08,1.29E-19
NDST1,0.008572519,0.000506342
NDST2,1,0.013444475
NDST3,0.007949968,0.000620932
NDST4,0.002413491,0.021057947
NDUFA1,1.05E-08,1.78E-15
NDUFA10,0.000947195,1.93E-12
NDUFA12,0.139993741,3.47E-07
NDUFA13,1,1.46E-11
NDUFA2,0.010012859,5.35E-15
NDUFA3,0.00165111,7.00E-12
NDUFA4,0.064317146,1.46E-20
NDUFA4L2,1,1
NDUFA5,0.305282524,1.19E-13
NDUFA6,0.221770426,2.05E-10
NDUFA8,0.000115234,8.87E-15
NDUFAB1,0.000606905,4.15E-05
NDUFAF1,0.046012014,4.40E-06
NDUFAF2,0.055307212,1.76E-05
NDUFAF3,0.007471774,1.18E-08
NDUFAF4,0.03719397,2.63E-05
NDUFAF5,0.03600989,0.000207107
NDUFAF6,0.00680414,0.010385037
NDUFAF7,0.037412703,3.12E-05
NDUFB1,6.01E-05,1
NDUFB10,1.01E-06,9.67E-14
NDUFB11,0.050497244,1.89E-11
NDUFB2,0.005597543,2.88E-06
NDUFB3,0.053386855,1.94E-16
NDUFB4,0.448318781,5.81E-06
NDUFB5,0.104978383,6.66E-08
NDUFB6,0.003073819,9.40E-15
NDUFB7,6.47E-12,1.99E-07
NDUFB9,0.122735194,1.04E-14
NDUFC1,0.138888327,2.29E-11
NDUFC2-KCTD14,0.034343785,1.25E-16
NDUFS1,0.000374445,5.21E-06
NDUFS2,0.016706867,3.70E-13
NDUFS3,0.006722584,3.28E-07
NDUFS4,9.47E-05,5.40E-10
NDUFS5,1.89E-09,7.69E-06
NDUFS6,6.31E-06,5.53E-13
NDUFS7,0.02616407,4.08E-11
NDUFS8,0.019898834,1.83E-11
NDUFV1,0.000819841,3.23E-10
NDUFV2,1,5.23E-13
NDUFV3,0.002613652,2.84E-09
NEB,0.543353142,1
NEBL,1.90E-05,5.65E-05
NECAB1,6.50E-08,3.55E-07
NECAB2,0.047888531,0.00465205
NECAB3,0.009471139,2.88E-07
NECAP1,0.122242546,4.85E-12
NECAP2,0.128661207,0.000399757
NECTIN1,0.000246461,1
NECTIN2,1.99E-05,1
NECTIN3,2.98E-05,1
NECTIN4,1,1
NEDD1,0.473225949,0.00407947
NEDD4,0.01816246,5.68E-10
NEDD4L,0.000566816,4.67E-08
NEDD8,1,8.97E-20
NEDD9,0.634610259,0.005762063
NEFH,3.73E-16,7.66E-13
NEFL,1.28E-15,9.72E-21
NEGR1,2.84E-08,0.00698721
NEIL1,0.394893955,0.002771527
NEIL2,0.001408029,1
NEIL3,1,1
NEK1,0.001221242,3.23E-07
NEK10,0.086070321,1
NEK11,0.132146381,1
NEK3,0.083540792,7.73E-05
NEK4,0.017824902,1
NEK5,1,1
NEK6,0.012343348,0.022633272
NEK7,7.78E-06,3.75E-09
NEK8,0.752214188,0.002582526
NEK9,0.125665308,4.97E-05
NELFA,0.000128844,0.00078959
NELFB,1.06E-09,3.05E-06
NELFCD,0.072560934,6.03E-05
NELFE,0.041636927,4.71E-05
NELL1,0.000736067,0.029767803
NELL2,0.000580304,0.062250884
NEMF,0.00539796,0.002350511
NEMP1,0.09089917,1
NEMP2,1,1
NENF,0.000104058,1.86E-10
NEO1,0.013056134,0.003087263
NEPRO,0.026873626,1
NES,0.846595883,1
NET1,0.011711797,0.002796874
NETO1,1,0.021444573
NETO2,0.010203195,0.001508137
NEU1,1,1.30E-06
NEU3,0.103818135,1
NEU4,0.04497969,1
NEURL1,0.206691888,0.000994016
NEURL1B,0.959877593,1
NEURL2,1,1
NEURL3,1,1
NEURL4,1,0.001441804
NEUROD2,1,1
NEUROD4,1,1
NEUROG2,1,1
NEXN,0.128551231,0.001187936
NF1,0.009718045,0.00316139
NF2,0.00605114,0.000149028
NFASC,0.00264564,0.000623325
NFAT5,0.000766324,0.002259837
NFATC1,1,1
NFATC2,1,1
NFATC2IP,0.011567059,0.252465272
NFATC3,0.034736981,0.002503942
NFATC4,0.38513948,1
NFE2,1,1
NFE2L1,1.28E-09,1.73E-09
NFE2L2,0.000480484,2.84E-06
NFE2L3,1,1
NFIA,0.02462754,0.002952696
NFIB,0.001102882,0.000456064
NFIC,1.73E-06,1.25E-06
NFIL3,0.443293265,0.001619147
NFIX,0.091667652,0.088115845
NFKB1,0.011207409,0.003571
NFKB2,1,1
NFKBIA,0.000237047,5.30E-05
NFKBIB,0.0403747,6.70E-06
NFKBID,0.466586633,1
NFKBIE,1,0.001831633
NFKBIL1,0.016351508,0.075866585
NFKBIZ,0.002207197,0.016769148
NFRKB,0.121024058,0.002599806
NFS1,1,3.32E-07
NFU1,9.99E-05,1.21E-06
NFX1,0.01015379,4.08E-05
NFXL1,0.1303505,0.214526032
NFYA,0.239325793,0.151991703
NFYB,0.009332412,2.13E-05
NFYC,0.014845191,0.001334685
NGB,0.005427294,0.006241838
NGDN,0.031140989,2.26E-07
NGEF,0.616838686,0.004755632
NGF,1,1
NGFR,5.48E-11,2.31E-08
NGLY1,0.006332714,2.55E-05
NHLH1,1,1
NHLH2,1,0.338154886
NHLRC2,0.187650529,0.005927968
NHLRC3,0.164429832,0.023386182
NHP2,0.393153217,1.78E-08
NHS,0.033886946,0.360433477
NHSL1,0.188422392,0.987609622
NHSL2,0.45080205,1
NID1,0.113498737,0.006506937
NID2,1,0.509175953
NIF3L1,0.046535533,0.000317379
NIFK,0.06062049,0.000752539
NIM1K,0.001188897,0.478557649
NIN,0.011214102,0.006230388
NINJ1,0.206160986,1.30E-06
NINL,0.019598426,1
NIP7,0.294006093,8.52E-05
NIPA1,5.73E-06,0.000280026
NIPA2,0.017079718,8.58E-06
NIPAL1,1,1
NIPAL2,0.416447098,7.87E-05
NIPAL3,0.000133445,5.34E-07
NIPAL4,1,1
NIPBL,0.005692004,0.000641535
NIPSNAP1,0.082228984,1.72E-10
NIPSNAP3A,0.004618819,1.29E-08
NISCH,0.000726433,4.97E-07
NIT1,0.136249821,4.29E-05
NIT2,0.324913784,0.00016586
NKAIN1,0.00218826,1
NKAIN2,1.01E-09,0.081414364
NKAIN3,0.046733128,0.341404588
NKAIN4,0.34095117,0.080558134
NKAP,0.076420185,8.34E-05
NKAPL,1,0.885111795
NKD1,1,1
NKD2,1,0.0074097
NKG7,1,1
NKIRAS1,0.079485472,1.72E-07
NKIRAS2,0.751998211,2.84E-05
NKPD1,1,1
NKRF,1,5.30E-05
NKTR,0.020072212,0.000340632
NKX1-2,1,1
NKX2-8,0.476662097,1
NKX6-2,1,1
NKX6-3,1,1
NLE1,0.387831472,0.003652546
NLGN1,0.005924142,1
NLGN2,0.112077968,0.000416428
NLGN3,0.559694272,0.000889263
NLK,9.51E-06,2.81E-05
NLN,0.02688897,0.00902906
NLRC3,0.906559837,1
NLRC4,1,1
NLRC5,0.086290074,1
NLRP10,1,1
NLRP12,0.062082874,1
NLRP3,1,1
NLRP4,1,1
NLRP5,1,1
NLRP9,1,1
NLRX1,0.215028482,0.01200454
NMB,2.52E-09,1.43E-15
NMBR,1,1
NMD3,0.000249535,0.000328989
NME1-NME2,1,1
NME3,3.64E-07,1
NME4,1,0.001437985
NME5,0.004831114,0.003421117
NME6,1,0.000429213
NME7,0.009206738,0.316411012
NMI,1,0.000100651
NMNAT1,0.004948443,0.000366521
NMNAT2,9.44E-07,4.40E-07
NMNAT3,1,1
NMRAL1,0.001361513,0.009808485
NMRK1,0.074648264,0.00226368
NMRK2,1,1
NMT1,0.011450476,4.97E-09
NMT2,0.007643382,6.25E-05
NMU,0.385227503,0.128807549
NMUR1,1,1
NNMT,0.344385286,1
NNT,0.011704857,0.010203662
NOA1,1,0.000289198
NOB1,0.047396836,3.24E-05
NOC2L,2.27E-06,0.004630983
NOC3L,0.026256963,0.000534348
NOC4L,0.026121222,0.000152198
NOCT,0.017022759,1
NOD1,0.056507416,0.029492729
NOD2,1,1
NODAL,1,1
NOG,1,0.002311933
NOL10,0.000740228,1.28E-05
NOL11,0.026040058,5.98E-05
NOL12,1,6.06E-05
NOL3,0.010440613,8.32E-10
NOL4,0.255279693,0.020683195
NOL4L,0.157163164,0.037524676
NOL6,0.22608684,0.000111602
NOL7,0.001724322,4.22E-06
NOL8,0.184106232,0.001971517
NOL9,0.017289927,0.002647864
NOLC1,0.510367204,6.98E-07
NOM1,0.452478289,0.00077861
NOMO1,0.251769304,1.67E-05
NOMO2,1,1.67E-05
NOMO3,1,1.67E-05
NONO,0.090882993,5.39E-08
NOP10,0.001162323,3.02E-13
NOP14,0.006095316,1.71E-06
NOP16,0.040491662,1.72E-06
NOP2,0.480273526,0.000469817
NOP56,0.0044649,2.24E-06
NOP58,0.01305067,5.81E-05
NOP9,1,0.01409827
NOS1,0.001894041,0.192105877
NOS1AP,0.173637065,0.008050602
NOS3,1,0.151130929
NOSIP,0.000354798,1.97E-08
NOSTRIN,1,1
NOTCH1,1,0.302170721
NOTCH2,0.383064084,0.637380029
NOTCH3,0.941732733,1
NOTO,1,1
NOVA1,0.013487534,1
NOVA2,0.022767395,1
NOX1,1,1
NOX3,1,1
NOX4,1,1
NOXO1,1,1
NOXRED1,0.807108321,1
NPAS1,0.017973174,1
NPAS2,0.08761844,0.124378087
NPAS3,3.31E-05,0.14381574
NPAT,0.059106632,0.000711126
NPB,1,0.53064015
NPC1,0.015455922,0.000913233
NPC1L1,1,1
NPC2,0.025624052,5.75E-09
NPDC1,1,1.57E-13
NPEPL1,0.647160072,0.000148039
NPEPPS,0.000114499,2.30E-08
NPFFR2,1,1
NPHP1,1,0.002331501
NPHP3-ACAD11,1,0.043696774
NPHP4,0.223562348,0.06337445
NPHS1,1,1
NPHS2,1,1
NPL,0.030273075,0.0251987
NPLOC4,5.80E-06,1.09E-06
NPM2,0.000961801,1
NPM3,0.352372514,1
NPNT,1,1
NPPA,1,1
NPPB,0.000811736,0.000553151
NPPC,1,1
NPR1,1,1
NPR2,1,3.45E-06
NPR3,1,1
NPRL2,0.93724286,9.98E-06
NPRL3,0.000150641,0.000219508
NPTN,9.85E-10,1.69E-08
NPTX1,0.034480126,1.68E-06
NPTX2,0.009243223,5.43E-06
NPTXR,1.29E-05,0.002929809
NPW,0.045112851,1
NPY1R,0.045687314,6.50E-05
NPY5R,1,1
NQO1,0.117140108,4.11E-05
NQO2,5.16E-06,1.77E-05
NR0B2,1,1
NR1D1,1,0.000683945
NR1D2,0.023738478,0.000964329
NR1H2,0.005006282,8.07E-08
NR1H3,0.003726081,0.042872651
NR1H4,1,1
NR1I2,1,1
NR1I3,1,1
NR2C1,0.003426573,0.000709105
NR2C2,0.010086183,0.005011591
NR2C2AP,1,0.000133271
NR2E3,1,1
NR2F1,0.12511464,0.139990955
NR2F2,0.247890978,0.000577575
NR2F6,0.179753276,0.091249039
NR3C1,0.017541132,0.000416119
NR3C2,0.004390829,0.026499618
NR4A1,0.421801899,0.003193177
NR4A2,1,0.079908596
NR4A3,1,1
NR5A2,1,1
NR6A1,0.000105421,0.010617164
NRAP,1,1
NRAS,1.70E-05,9.25E-09
NRBF2,0.031126922,3.62E-05
NRBP1,5.99E-06,2.55E-09
NRBP2,0.012606741,6.71E-06
NRCAM,6.92E-08,0.000419463
NRDC,0.002633606,3.14E-06
NRDE2,0.142704197,0.196724042
NREP,0.001708909,0.001028385
NRF1,4.40E-05,0.001045327
NRG1,1.05E-06,1.20E-05
NRG2,0.000193092,1
NRG3,7.62E-12,0.000430929
NRG4,0.030242455,1
NRGN,0.021463005,1
NRIP1,0.048113429,9.29E-05
NRIP2,0.649054061,0.000336481
NRIP3,1.51E-06,3.22E-11
NRK,1,1
NRL,1,1
NRM,1,0.001021716
NRN1,7.10E-05,5.39E-17
NRN1L,1,4.02E-06
NRP1,0.023951894,1.73E-07
NRP2,0.041917377,0.000118812
NRSN1,0.003499499,3.88E-09
NRSN2,0.000316015,0.000550204
NRTN,1,1
NRXN1,2.03E-07,2.98E-06
NRXN2,0.000130799,0.012299137
NRXN3,8.83E-10,1.28E-05
NSA2,1,0.000177303
