"Rank","Protein Kinase","Hypergeometric p-value","Z-score","Combined score","Enriched Substrates"
"11","JNK1","5.236e-11","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""JNK1 targets 14 genes from the input gene list.The full list of substrates is available below:CDKN1A NR3C1 MYC FOS SIRT1 PGR HIF1A RELA E2F1 HSPA8 JUN STAT3 NFKB1 SP1"" style=""cursor: pointer; text-decoration: underline dotted;"">14 substrates"
"12","DNAPK","6.701e-11","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""DNAPK targets 15 genes from the input gene list.The full list of substrates is available below:SOX2 KAT5 TRIM28 AKT1 PGR BARD1 JUN ESR1 SP1 ATM TCF3 CHUK PARP1 RELA NR1H4"" style=""cursor: pointer; text-decoration: underline dotted;"">15 substrates"
"13","CDK4","1.556e-10","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CDK4 targets 16 genes from the input gene list.The full list of substrates is available below:RB1 MYC SKP2 WDR77 DNMT1 HSPA8 JUN ESR1 SP1 TCF3 CDKN1A SUMO1 PARP1 CEBPB STAT3 PPP1CA"" style=""cursor: pointer; text-decoration: underline dotted;"">16 substrates"
"14","CK2ALPHA","1.667e-10","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CK2ALPHA targets 20 genes from the input gene list.The full list of substrates is available below:RB1 MYC AKT1 JUN SMARCA4 NCOR2 RELA PAK1 NPM1 TLE1 PGR SP1 SUMO1 SIN3A HDAC4 HDAC2 HDAC3 RBBP4 PML TAF1"" style=""cursor: pointer; text-decoration: underline dotted;"">20 substrates"
"15","MAPK8","6.642e-10","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAPK8 targets 19 genes from the input gene list.The full list of substrates is available below:SOX2 MYC AR TWIST1 BARD1 JUN CDKN1A NCOA3 FOS SIRT1 SUZ12 STAT3 NR3C1 TLE1 SP1 NFE2L2 SIN3A MAPK1 STUB1"" style=""cursor: pointer; text-decoration: underline dotted;"">19 substrates"
"16","ERK1","1.627e-9","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""ERK1 targets 16 genes from the input gene list.The full list of substrates is available below:KAT5 MYC AR HIF1A PRKCZ JUN ESR1 NFKB1 SP1 TCF3 FOS NCOR2 HDAC4 CEBPB RELA STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">16 substrates"
"17","MAPK3","1.961e-9","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAPK3 targets 21 genes from the input gene list.The full list of substrates is available below:MYC AKT1 AR TWIST1 JUN CDKN1A FOS POU5F1 STAT3 NR3C1 MAPKAPK2 PGR ESR1 SP1 SP3 GSK3B CHUK CEBPB E2F4 PML STUB1"" style=""cursor: pointer; text-decoration: underline dotted;"">21 substrates"
"18","GSK3BETA","3.103e-9","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""GSK3BETA targets 15 genes from the input gene list.The full list of substrates is available below:MYC AKT1 AR DNMT1 PRKCZ PPARGC1A JUN ESR1 NFKB1 SNAI1 GSK3B PARP1 CEBPB E2F1 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">15 substrates"
"19","RAF1","6.827e-9","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""RAF1 targets 14 genes from the input gene list.The full list of substrates is available below:RB1 NR3C1 MYC AKT1 AR PRKCZ HSPA8 HSPA4 ESR1 NFKB1 PARP1 FOS PAK1 MAPK1"" style=""cursor: pointer; text-decoration: underline dotted;"">14 substrates"
"20","PKBALPHA","1.013e-8","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKBALPHA targets 17 genes from the input gene list.The full list of substrates is available below:MYC AKT1 SKP2 SMARCC1 AR PRKCZ PPARGC1A EZH2 CDKN1A NCOR2 RELA PAK1 NPM1 ESR1 NFKB1 GSK3B CHUK"" style=""cursor: pointer; text-decoration: underline dotted;"">17 substrates"
"21","CDC2","1.723e-8","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CDC2 targets 19 genes from the input gene list.The full list of substrates is available below:RB1 KAT5 TRIM28 MYC SKP2 AR JUN PLK1 ATM EZH2 CDKN1A XPO1 PARP1 FOS NCOR1 RELA NPM1 STAT3 E2F1"" style=""cursor: pointer; text-decoration: underline dotted;"">19 substrates"
"22","CDK5","6.811e-8","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CDK5 targets 15 genes from the input gene list.The full list of substrates is available below:RB1 NR3C1 MYC AR DNMT1 HIF1A ATM NFE2L2 GSK3B CDKN1A HDAC5 PAK1 STAT3 PPP1CA STUB1"" style=""cursor: pointer; text-decoration: underline dotted;"">15 substrates"
"23","IKBKB","8.127e-8","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""IKBKB targets 11 genes from the input gene list.The full list of substrates is available below:IKBKE SMARCC1 PARP1 FOS RELA RELB HSPA8 NFKB1 REL CALM1 HSPA1A"" style=""cursor: pointer; text-decoration: underline dotted;"">11 substrates"
"24","IKKALPHA","1.032e-7","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""IKKALPHA targets 7 genes from the input gene list.The full list of substrates is available below:CHUK NFKB1 RELA RELB NCOR2 REL AKT1"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"25","IKBKE","2.966e-7","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""IKBKE targets 10 genes from the input gene list.The full list of substrates is available below:AKT1 BTRC IKBKE RELA HSPA8 ESR1 NFKB1 REL CALM1 HSPA1A"" style=""cursor: pointer; text-decoration: underline dotted;"">10 substrates"
"26","GSK","3.227e-7","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""GSK targets 7 genes from the input gene list.The full list of substrates is available below:CDKN1A CEBPB RELA MYC ESR1 NFKB1 SNAI1"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"27","IKKBETA","5.135e-7","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""IKKBETA targets 8 genes from the input gene list.The full list of substrates is available below:PRKCZ RELA TBK1 AKT1 CHUK STAT3 FOS NFKB1"" style=""cursor: pointer; text-decoration: underline dotted;"">8 substrates"
"28","RPS6KA3","5.755e-7","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""RPS6KA3 targets 17 genes from the input gene list.The full list of substrates is available below:MYC AR JUN PLK1 CDKN1A TCF20 FOS POU5F1 NCOR2 KAT2B STAT3 MAPKAPK2 PGR ESR1 GSK3B SIN3A CHUK"" style=""cursor: pointer; text-decoration: underline dotted;"">17 substrates"
"29","GSK3ALPHA","0.000001035","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""GSK3ALPHA targets 8 genes from the input gene list.The full list of substrates is available below:GSK3B MYC AKT1 PARP1 PRKCZ JUN ESR1 NFKB1"" style=""cursor: pointer; text-decoration: underline dotted;"">8 substrates"
"30","MAPK11","0.000001388","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAPK11 targets 11 genes from the input gene list.The full list of substrates is available below:NR3C1 MAPKAPK2 PGR PPARGC1A JUN ESR1 NFKB1 FOS CEBPB E2F1 PML"" style=""cursor: pointer; text-decoration: underline dotted;"">11 substrates"
"31","ATM","0.000001780","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""ATM targets 15 genes from the input gene list.The full list of substrates is available below:RB1 SOX2 KAT5 TRIM28 DAXX HIF1A BARD1 SMARCA4 ATM EZH2 PARP1 MEN1 SP1 E2F1 VHL"" style=""cursor: pointer; text-decoration: underline dotted;"">15 substrates"
"32","TBK1","0.000002428","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""TBK1 targets 9 genes from the input gene list.The full list of substrates is available below:TBK1 AKT1 RELA E2F1 HSPA8 STAT3 ESR1 CALM1 HSPA1A"" style=""cursor: pointer; text-decoration: underline dotted;"">9 substrates"
"33","CSNK1E","0.000003492","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CSNK1E targets 8 genes from the input gene list.The full list of substrates is available below:MYC NCOA3 POU5F1 DNMT1 SIAH2 ESR1 SMARCA4 SNAI1"" style=""cursor: pointer; text-decoration: underline dotted;"">8 substrates"
"34","PRKCZ","0.000003531","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKCZ targets 9 genes from the input gene list.The full list of substrates is available below:GSK3B AKT1 NCOA3 PRKCZ RELA MAPK1 STAT3 NR1H4 SP1"" style=""cursor: pointer; text-decoration: underline dotted;"">9 substrates"
"35","ABL1","0.000004512","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""ABL1 targets 12 genes from the input gene list.The full list of substrates is available below:RB1 KAT5 MYC JUN PLK1 ESR1 CDKN1A NCOA3 FOS CEBPB HDAC2 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">12 substrates"
"36","PRKCD","0.000006702","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKCD targets 11 genes from the input gene list.The full list of substrates is available below:TRIM28 PRKCZ JUN NFE2L2 GSK3B CDKN1A FOS HDAC5 PAK1 MAPK1 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">11 substrates"
"37","PKBBETA","0.000006889","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKBBETA targets 7 genes from the input gene list.The full list of substrates is available below:GSK3B CDKN1A RELA AKT1 CHUK ESR1 NFKB1"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"38","CHEK2","0.000008824","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CHEK2 targets 7 genes from the input gene list.The full list of substrates is available below:RB1 TRIM28 E2F1 VHL SIAH2 PLK1 PML"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"39","CHEK1","0.00001150","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CHEK1 targets 13 genes from the input gene list.The full list of substrates is available below:RB1 SOX2 TRIM28 MYC SKP2 PLK1 EZH2 CDKN1A FOS NFKB1 SIN3A E2F1 E2F4"" style=""cursor: pointer; text-decoration: underline dotted;"">13 substrates"
"40","PIM1","0.00001406","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PIM1 targets 7 genes from the input gene list.The full list of substrates is available below:CDKN1A MYC SKP2 POU5F1 AR UHRF1 RELA"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"41","SRC","0.00002496","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""SRC targets 19 genes from the input gene list.The full list of substrates is available below:RB1 MYC AKT1 AR JUN PLK1 CDKN1A FOS POU5F1 STAT3 MAPKAPK2 PGR NFKB1 CEBPB E2F4 CALM1 PPP2CA ESR1 MAPK1"" style=""cursor: pointer; text-decoration: underline dotted;"">19 substrates"
"42","PRKCA","0.00004055","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKCA targets 28 genes from the input gene list.The full list of substrates is available below:AKT1 AR HEXIM1 JUN FOS POU5F1 STAT3 MAPKAPK2 NFKB1 NFE2L2 STUB1 RELA GSK3B ELF3 RB1 MYC PRKCZ CDKN1A NCOR2 NCOR1 NR1H4 AHR PGR CDK9 CEBPB ATM ESR1 MAPK1"" style=""cursor: pointer; text-decoration: underline dotted;"">28 substrates"
"43","PKBGAMMA","0.00007046","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKBGAMMA targets 5 genes from the input gene list.The full list of substrates is available below:GSK3B CDKN1A RELA CHUK NFKB1"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"44","MAP2K1","0.00008559","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAP2K1 targets 7 genes from the input gene list.The full list of substrates is available below:GSK3B MYC FOS PAK1 MAPK1 HSPA8 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"45","CDK3","0.0001084","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CDK3 targets 5 genes from the input gene list.The full list of substrates is available below:RB1 CDKN1A E2F1 JUN ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"46","JNK2","0.0001084","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""JNK2 targets 5 genes from the input gene list.The full list of substrates is available below:RB1 RELA MYC JUN FOS"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"47","IKK","0.0001261","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""IKK targets 3 genes from the input gene list.The full list of substrates is available below:NCOR2 NFKB1 RELA"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"48","CSNK2A2","0.0001678","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CSNK2A2 targets 9 genes from the input gene list.The full list of substrates is available below:SOX2 MYC AR JUN CDKN1A FOS POU5F1 PAK1 NPM1"" style=""cursor: pointer; text-decoration: underline dotted;"">9 substrates"
"49","PRKDC","0.0001773","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKDC targets 8 genes from the input gene list.The full list of substrates is available below:MYC AKT1 SKP2 NFKB1 ATM CDKN1A RELA RELB"" style=""cursor: pointer; text-decoration: underline dotted;"">8 substrates"
"50","DYRK2","0.0002867","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""DYRK2 targets 5 genes from the input gene list.The full list of substrates is available below:TBK1 MYC JUN SIAH2 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"51","EGFR","0.0003401","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""EGFR targets 10 genes from the input gene list.The full list of substrates is available below:AR JUN ESR1 ATM CALM1 CDKN1A IKBKE FOS PPP2CA STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">10 substrates"
"52","MAP3K8","0.0003626","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAP3K8 targets 6 genes from the input gene list.The full list of substrates is available below:MAPK1 HSPA8 NPM1 PLK1 CALM1 HSPA1A"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"53","PKR","0.0003922","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKR targets 5 genes from the input gene list.The full list of substrates is available below:NPM1 CHUK STAT3 NFKB1 PPP1CA"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"54","CK2","0.0004217","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CK2 targets 6 genes from the input gene list.The full list of substrates is available below:AKT1 TLE1 PGR HDAC2 RELA JUN"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"55","MAP3K7","0.0005049","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAP3K7 targets 7 genes from the input gene list.The full list of substrates is available below:HSPA8 CALM1 HDAC4 HDAC5 E2F1 E2F4 HSPA1A"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"56","TGFBR2","0.0006027","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""TGFBR2 targets 6 genes from the input gene list.The full list of substrates is available below:MYC NFKB1 PML PPP1CA SP1 SNAI1"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"57","RPS6KA1","0.001012","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""RPS6KA1 targets 6 genes from the input gene list.The full list of substrates is available below:GSK3B FOS CEBPB MAPK1 JUN ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"58","MTOR","0.001066","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MTOR targets 7 genes from the input gene list.The full list of substrates is available below:EHMT2 MYC AKT1 DNMT1 JUN ESR1 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"59","AURORAA","0.001141","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""AURORAA targets 6 genes from the input gene list.The full list of substrates is available below:GSK3B AKT1 NCOA3 NCOR1 HDAC3 PLK1"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"60","AURKA","0.001210","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""AURKA targets 6 genes from the input gene list.The full list of substrates is available below:GSK3B CDKN1A AR VHL PLK1 ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"61","CK1ALPHA","0.001438","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CK1ALPHA targets 6 genes from the input gene list.The full list of substrates is available below:RB1 GSK3B FOS JUN NFKB1 ATM"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"62","ATR","0.001704","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""ATR targets 7 genes from the input gene list.The full list of substrates is available below:DAXX CDK9 SP1 ATM E2F1 NPM1 PML"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"63","AKT2","0.001744","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""AKT2 targets 5 genes from the input gene list.The full list of substrates is available below:GSK3B CHUK AES PPARGC1A ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"64","PKD1","0.001867","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKD1 targets 5 genes from the input gene list.The full list of substrates is available below:XPO1 HDAC4 HDAC5 JUN NFKB1"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"65","PDK","0.003023","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PDK targets 3 genes from the input gene list.The full list of substrates is available below:PRKCZ PAK1 AKT1"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"66","PDHK1","0.003278","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PDHK1 targets 5 genes from the input gene list.The full list of substrates is available below:GSK3B AKT1 CHUK PRKCZ PAK1"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"67","CAM","0.003600","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CAM targets 2 genes from the input gene list.The full list of substrates is available below:HDAC4 HDAC5"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"68","PRKACA","0.003629","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKACA targets 25 genes from the input gene list.The full list of substrates is available below:AR PPARGC1A JUN FOS POU5F1 STAT3 NFKB1 UHRF1 NCOA3 RELA GSK3B RB1 MYC HIF1A SNAI1 CDKN1A AES NCOR2 NCOR1 TLE1 PGR HDAC5 CEBPB ESR1 MAPK1"" style=""cursor: pointer; text-decoration: underline dotted;"">25 substrates"
"69","PKCIOTA","0.003819","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKCIOTA targets 4 genes from the input gene list.The full list of substrates is available below:PRKCZ RELA CHUK NFKB1"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"70","CSNK1D","0.004116","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CSNK1D targets 4 genes from the input gene list.The full list of substrates is available below:DNMT1 UHRF1 HIF1A NCOA3"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"71","CDK7","0.004330","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CDK7 targets 5 genes from the input gene list.The full list of substrates is available below:GTF2B AR E2F1 ESR1 CDK9"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"72","PRKCI","0.005099","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKCI targets 4 genes from the input gene list.The full list of substrates is available below:ELF3 HSPA4 SP1 EZH2"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"73","PIM2","0.006065","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PIM2 targets 3 genes from the input gene list.The full list of substrates is available below:CDKN1A MYC POU5F1"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"74","MAP2K4","0.006230","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAP2K4 targets 4 genes from the input gene list.The full list of substrates is available below:AKT1 DAXX PAK1 HSPA4"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"75","PKCTHETA","0.006230","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKCTHETA targets 4 genes from the input gene list.The full list of substrates is available below:AKT1 CHUK PRKCZ MAPK1"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"76","PAK1","0.006376","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PAK1 targets 6 genes from the input gene list.The full list of substrates is available below:AKT1 PLK1 ESR1 SNAI1 ELF3 PAK1"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"77","JAK2","0.006641","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""JAK2 targets 4 genes from the input gene list.The full list of substrates is available below:PAK1 MAPK1 STAT3 EZH2"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
