"Rank","Protein Kinase","Hypergeometric p-value","Z-score","Combined score","Enriched Substrates"
"11","HIPK2","1.077e-14","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""HIPK2 targets 24 genes from the input gene list.The full list of substrates is available below:TRIM28 MYC TP63 TLE1 TP53 HIF1A SMAD3 HMGA1 BCL2 CHD8 PHF1 IKBKB MECP2 SUMO1 SIN3A CHUK PARP1 SIRT1 CREB1 NCOR1 CEBPB RELA MAPK8 PML"" style=""cursor: pointer; text-decoration: underline dotted;"">24 substrates"
"12","ATM","1.866e-14","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""ATM targets 30 genes from the input gene list.The full list of substrates is available below:RB1 EHMT1 SMC3 SOX2 KAT5 TRIM28 CHEK2 CHEK1 TP63 DAXX TP53 HIF1A TP53BP1 BARD1 EGR1 SMARCA4 ATM EZH2 PARP1 GPS1 HUWE1 MEN1 SP1 RFC1 H2AFX SMC1A CREB1 E2F1 DROSHA VHL"" style=""cursor: pointer; text-decoration: underline dotted;"">30 substrates"
"13","CDC2","2.046e-14","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CDC2 targets 32 genes from the input gene list.The full list of substrates is available below:RB1 KAT5 TRIM28 MYC CHEK1 CSNK2A1 TP53 RAD21 TP53BP1 LYN JUN PLK1 ATM ATR EZH2 TP73 TOP2A TOP2B CDKN1A XPO1 PARP1 NCOR1 RELA NPM1 STAT3 CCND1 GTF2I NCL ZBTB16 CDK7 BCL2 E2F1"" style=""cursor: pointer; text-decoration: underline dotted;"">32 substrates"
"14","AKT1","3.578e-13","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""AKT1 targets 32 genes from the input gene list.The full list of substrates is available below:SOX2 PPP2R1A MYC CHEK1 CSNK2A1 TXNIP TP53 TWIST1 HIST1H3A PPARGC1A EGR1 JUN EZH2 CDKN1A IKBKB POU5F1 NCOR1 RARA RPS3 CDKN2A STAT3 NR3C1 MAPKAPK2 DNMT1 SMAD3 SP1 BCL2 TCF3 GSK3B YBX1 CHUK CREB1"" style=""cursor: pointer; text-decoration: underline dotted;"">32 substrates"
"15","CDK4","6.375e-13","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CDK4 targets 22 genes from the input gene list.The full list of substrates is available below:RB1 SMC3 CCND1 MYC TP53 DNMT1 GATA4 HSPA8 JUN SMAD3 CDK7 SP1 BCL2 TCF3 CDKN1A CHD8 SUMO1 PARP1 RFC1 CEBPB CDKN2A STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">22 substrates"
"16","RPS6KA3","9.734e-13","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""RPS6KA3 targets 30 genes from the input gene list.The full list of substrates is available below:MYC TP53 HIST1H3A EGR1 JUN PLK1 TOP2A TOP2B CDKN1A CTCF POU5F1 NCOR2 KAT2B CDKN2A STAT3 CCND1 CDH1 KPNA4 MAPKAPK2 SMAD3 HMGA1 SMAD7 NFKBIA BHLHE40 BCL2 GSK3B YBX1 SIN3A CHUK CREB1"" style=""cursor: pointer; text-decoration: underline dotted;"">30 substrates"
"17","JNK1","1.545e-9","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""JNK1 targets 15 genes from the input gene list.The full list of substrates is available below:CDKN1A NR3C1 MYC SIRT1 TP53 HIF1A RELA MAPK8 E2F1 HSPA8 JUN SMAD3 STAT3 SP1 BCL2"" style=""cursor: pointer; text-decoration: underline dotted;"">15 substrates"
"18","ATR","2.237e-9","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""ATR targets 17 genes from the input gene list.The full list of substrates is available below:CHEK2 CHEK1 DAXX TP53 CDK9 SP1 ATM ATR H2AFX SMC1A CREB1 GPS1 E2F1 NPM1 CDKN2A HUWE1 PML"" style=""cursor: pointer; text-decoration: underline dotted;"">17 substrates"
"19","ERK1","3.622e-9","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""ERK1 targets 19 genes from the input gene list.The full list of substrates is available below:KAT5 MYC GTF2I SQSTM1 TP53 GATA4 HIF1A LYN JUN SMAD3 SP1 BCL2 TCF3 NCOR2 CEBPB RELA MAPK8 MAPK7 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">19 substrates"
"20","GSK3BETA","4.302e-9","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""GSK3BETA targets 18 genes from the input gene list.The full list of substrates is available below:CCND1 CDH1 MYC TP53 DNMT1 PPARGC1A JUN SMAD3 BCL2 SNAI1 GSK3B PHF1 PARP1 CREB1 CEBPB AURKA E2F1 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">18 substrates"
"21","ABL1","5.219e-9","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""ABL1 targets 19 genes from the input gene list.The full list of substrates is available below:RB1 CCND1 KAT5 MYC TP63 TP53 EGR1 JUN PLK1 NFKBIA BCL2 ATR TP73 CDKN1A NCOA3 CEBPB HDAC2 ERBB4 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">19 substrates"
"22","CSNK1E","1.971e-8","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CSNK1E targets 12 genes from the input gene list.The full list of substrates is available below:CCND1 CDH1 MYC NCOA3 POU5F1 NCL TP53 DNMT1 SET CDKN2A SMARCA4 SNAI1"" style=""cursor: pointer; text-decoration: underline dotted;"">12 substrates"
"23","CHEK1","5.342e-8","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CHEK1 targets 20 genes from the input gene list.The full list of substrates is available below:RB1 SOX2 TRIM28 MYC CHEK1 TP53 HIST1H3A TP53BP1 PLK1 EZH2 TP73 TOP2A CDKN1A MYBBP1A KPNA2 YBX1 SIN3A H2AFX E2F1 TAF6"" style=""cursor: pointer; text-decoration: underline dotted;"">20 substrates"
"24","IKKALPHA","1.249e-7","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""IKKALPHA targets 8 genes from the input gene list.The full list of substrates is available below:CHUK RELA NFKB2 RELB IKBKB NCOR2 NFKBIA IRF7"" style=""cursor: pointer; text-decoration: underline dotted;"">8 substrates"
"25","MAP3K14","1.653e-7","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAP3K14 targets 15 genes from the input gene list.The full list of substrates is available below:RUVBL2 NCL HSPA8 NFKB2 NFKBIA YBX1 IKBKB CHUK CREB1 RARA RPS3 NPM1 MYBBP1A STUB1 HSPA1A"" style=""cursor: pointer; text-decoration: underline dotted;"">15 substrates"
"26","ERK2","3.091e-7","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""ERK2 targets 16 genes from the input gene list.The full list of substrates is available below:RB1 MYC MAPKAPK2 TP53 GATA4 JUN SMAD3 SP1 BCL2 TCF3 NCOA3 NCOR2 CEBPB RELA MAPK7 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">16 substrates"
"27","PRKCD","6.637e-7","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKCD targets 15 genes from the input gene list.The full list of substrates is available below:TRIM28 CDH1 SQSTM1 TP53 HIST1H3A LYN EGR1 JUN NFE2L2 TP73 GSK3B CDKN1A MAPK8 RPS3 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">15 substrates"
"28","PRKDC","0.000001049","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKDC targets 13 genes from the input gene list.The full list of substrates is available below:CHEK2 MYC TP53 EGR1 NFKB2 ATM CDKN1A H2AFX RELA RELB MAPK8 POLR2A HUWE1"" style=""cursor: pointer; text-decoration: underline dotted;"">13 substrates"
"29","IKKBETA","0.000001298","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""IKKBETA targets 9 genes from the input gene list.The full list of substrates is available below:RELA IKBKB CHUK STAT3 NFKB2 NFKBIA IRF7 SQSTM1 TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">9 substrates"
"30","TBK1","0.000001727","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""TBK1 targets 11 genes from the input gene list.The full list of substrates is available below:IKBKB RUVBL2 IRF7 SQSTM1 RELA E2F1 STAT6 HSPA8 STAT3 NFKBIA HSPA1A"" style=""cursor: pointer; text-decoration: underline dotted;"">11 substrates"
"31","CHUK","0.000002970","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CHUK targets 11 genes from the input gene list.The full list of substrates is available below:CCND1 MYC BTRC NCOA3 NCOR2 NCOR1 RELA RELB NFKB2 NFKBIA HSPA1A"" style=""cursor: pointer; text-decoration: underline dotted;"">11 substrates"
"32","CDK5","0.000003089","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CDK5 targets 16 genes from the input gene list.The full list of substrates is available below:RB1 NR3C1 PPP2R1A MYC TP53 DNMT1 HIF1A CDK7 BCL2 ATM NFE2L2 GSK3B CDKN1A STAT3 APEX1 STUB1"" style=""cursor: pointer; text-decoration: underline dotted;"">16 substrates"
"33","PKBALPHA","0.000004059","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKBALPHA targets 17 genes from the input gene list.The full list of substrates is available below:MYC CHEK1 SMARCC1 TP53 PPARGC1A EZH2 CDKN1A IKBKB NCOR2 RARA RELA NPM1 SMAD3 NFKBIA GSK3B CHUK CREB1"" style=""cursor: pointer; text-decoration: underline dotted;"">17 substrates"
"34","IKBKB","0.000004938","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""IKBKB targets 11 genes from the input gene list.The full list of substrates is available below:IKBKB TP63 SMARCC1 PARP1 RELA RELB RPS3 HSPA8 CDKN2A NFKBIA HSPA1A"" style=""cursor: pointer; text-decoration: underline dotted;"">11 substrates"
"35","MAPK9","0.000004938","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAPK9 targets 11 genes from the input gene list.The full list of substrates is available below:CDKN1A CCND1 MYC H2AFX TP53 RXRA EGR1 JUN STAT3 NFKBIA BHLHE40"" style=""cursor: pointer; text-decoration: underline dotted;"">11 substrates"
"36","PRKCA","0.000005343","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKCA targets 40 genes from the input gene list.The full list of substrates is available below:HEXIM1 JUN IKBKB POU5F1 STAT3 FOXP3 MAPKAPK2 SQSTM1 NFE2L2 STUB1 TP53 EGR1 TP73 RELA CCND1 TGM2 VDR HMGA1 BHLHE40 GSK3B AURKA RB1 MYC CDKN1A NCOR2 NCOR1 CDKN2A AHR CDH1 CDK9 BCL2 CEBPB KLF4 HIST1H3A ATM TOP2A KDM1A SMAD3 NFKBIA ERBB4"" style=""cursor: pointer; text-decoration: underline dotted;"">40 substrates"
"37","PLK1","0.000007892","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PLK1 targets 19 genes from the input gene list.The full list of substrates is available below:SMC3 PPP2R1A CHEK2 MYC TP53 RAD21 TP53BP1 PLK1 TP73 TOP2A CDKN1A IKBKB XPO1 SUZ12 NPM1 KDM1A YY1 SMC1A AURKA"" style=""cursor: pointer; text-decoration: underline dotted;"">19 substrates"
"38","PRKACA","0.000007892","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKACA targets 43 genes from the input gene list.The full list of substrates is available below:ATF3 GATA4 PPARGC1A LYN JUN POU5F1 STAT3 ZBTB16 UHRF1 TP53 EGR1 NCOA3 RELA RXRA CCND1 TGM2 TFAP2A VDR BHLHE40 GSK3B CREB1 AURKA RB1 MYC HIF1A SNAI1 CDKN1A NCOR2 NCOR1 RARA CDKN2A CDH1 GTF2I TLE1 BCL2 CEBPB KLF4 ATR TOP2A TOP2B SMAD3 SMAD7 NFKBIA"" style=""cursor: pointer; text-decoration: underline dotted;"">43 substrates"
"39","CSNK2A2","0.00001209","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CSNK2A2 targets 13 genes from the input gene list.The full list of substrates is available below:SMC3 SOX2 CCND1 CDH1 MYC TP53 EGR1 JUN BCL2 TOP2A CDKN1A POU5F1 NPM1"" style=""cursor: pointer; text-decoration: underline dotted;"">13 substrates"
"40","RPS6KA1","0.00001232","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""RPS6KA1 targets 10 genes from the input gene list.The full list of substrates is available below:GSK3B YBX1 CHEK1 CREB1 TP53 CEBPB MAPK7 EGR1 JUN NFKBIA"" style=""cursor: pointer; text-decoration: underline dotted;"">10 substrates"
"41","AURORAA","0.00001500","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""AURORAA targets 10 genes from the input gene list.The full list of substrates is available below:TOP2A GSK3B CCND1 NCOA3 NCOR1 TP53 HDAC3 AURKA PLK1 NFKBIA"" style=""cursor: pointer; text-decoration: underline dotted;"">10 substrates"
"42","CHEK2","0.00001673","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CHEK2 targets 8 genes from the input gene list.The full list of substrates is available below:RB1 TRIM28 CHEK2 TP53 E2F1 VHL PLK1 PML"" style=""cursor: pointer; text-decoration: underline dotted;"">8 substrates"
"43","IKK","0.00001874","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""IKK targets 4 genes from the input gene list.The full list of substrates is available below:NCOR2 CCND1 RELA NFKB2"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"44","CK2","0.00002022","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CK2 targets 9 genes from the input gene list.The full list of substrates is available below:TOP2A CDH1 TLE1 HDAC2 RELA MAPK9 JUN VDR NFKBIA"" style=""cursor: pointer; text-decoration: underline dotted;"">9 substrates"
"45","PLK3","0.00003346","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PLK3 targets 7 genes from the input gene list.The full list of substrates is available below:TOP2A HIF1A CHEK2 JUN NPM1 TP53 ATF3"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"46","PRKCB","0.00004011","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKCB targets 15 genes from the input gene list.The full list of substrates is available below:TP53 HIST1H3A EGR1 JUN TP73 CDKN1A STAT3 CCND1 CDH1 SMAD7 NFKBIA BHLHE40 BCL2 GSK3B MAPK9"" style=""cursor: pointer; text-decoration: underline dotted;"">15 substrates"
"47","PKR","0.00005103","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKR targets 7 genes from the input gene list.The full list of substrates is available below:IKBKB NPM1 CHUK STAT3 NFKBIA IRF7 TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"48","GSK","0.00005238","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""GSK targets 6 genes from the input gene list.The full list of substrates is available below:CDKN1A CEBPB RELA CCND1 MYC SNAI1"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"49","SRC","0.00005401","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""SRC targets 24 genes from the input gene list.The full list of substrates is available below:RB1 MYC LYN JUN PLK1 CDKN1A IKBKB POU5F1 WWOX STAT3 CDH1 GTF2I MAPKAPK2 BCL2 CEBPB KLF4 TP53 EGR1 TOP2A CCND1 SMAD3 SMAD7 NFKBIA AURKA"" style=""cursor: pointer; text-decoration: underline dotted;"">24 substrates"
"50","CSNK1A1","0.00007874","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CSNK1A1 targets 9 genes from the input gene list.The full list of substrates is available below:CDKN1A KDM1A YBX1 CDH1 CREB1 SQSTM1 TP53 RELA VHL"" style=""cursor: pointer; text-decoration: underline dotted;"">9 substrates"
"51","AURKA","0.00009357","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""AURKA targets 9 genes from the input gene list.The full list of substrates is available below:GSK3B CDKN1A TP53 AURKA HIST1H3A VHL PLK1 MYBBP1A TP73"" style=""cursor: pointer; text-decoration: underline dotted;"">9 substrates"
"52","RAF1","0.0001338","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""RAF1 targets 11 genes from the input gene list.The full list of substrates is available below:RB1 NR3C1 PPP2R1A MYC TP53 EGR1 HSPA8 HSPA4 BCL2 PARP1 MAPK7"" style=""cursor: pointer; text-decoration: underline dotted;"">11 substrates"
"53","GSK3ALPHA","0.0001534","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""GSK3ALPHA targets 7 genes from the input gene list.The full list of substrates is available below:GSK3B CCND1 CDH1 MYC PARP1 TP53 JUN"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"54","PIM1","0.0001904","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PIM1 targets 7 genes from the input gene list.The full list of substrates is available below:CDKN1A MYC FOXP3 POU5F1 UHRF1 RELA HIST1H3A"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"55","TGFBR2","0.0001980","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""TGFBR2 targets 8 genes from the input gene list.The full list of substrates is available below:CDH1 MYC TP53 EGR1 SMAD3 PML SP1 SNAI1"" style=""cursor: pointer; text-decoration: underline dotted;"">8 substrates"
"56","MAPK10","0.0002344","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAPK10 targets 7 genes from the input gene list.The full list of substrates is available below:CDKN1A MYC EGR1 JUN CDKN2A BHLHE40 BCL2"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"57","MAP3K7","0.0002983","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAP3K7 targets 9 genes from the input gene list.The full list of substrates is available below:RUVBL2 DDX17 SQSTM1 HSPA8 SMAD3 IKBKB E2F1 RPS3 HSPA1A"" style=""cursor: pointer; text-decoration: underline dotted;"">9 substrates"
"58","PIM2","0.0003005","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PIM2 targets 5 genes from the input gene list.The full list of substrates is available below:CDKN1A MYC DNMT3B FOXP3 POU5F1"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"59","MAPK11","0.0003053","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAPK11 targets 10 genes from the input gene list.The full list of substrates is available below:NR3C1 MAPKAPK2 TP53 PPARGC1A LYN JUN BCL2 CEBPB E2F1 PML"" style=""cursor: pointer; text-decoration: underline dotted;"">10 substrates"
"60","RPS6KA5","0.0003366","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""RPS6KA5 targets 6 genes from the input gene list.The full list of substrates is available below:RELA HIST1H3A TRIM28 STAT3 CREB1 RARA"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
