"Rank","Protein Kinase","Hypergeometric p-value","Z-score","Combined score","Enriched Substrates"
"11","AKT1","1.871e-11","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""AKT1 targets 23 genes from the input gene list.The full list of substrates is available below:SOX2 MYC AKT1 TP53 JUN EZH2 CDKN1A NCOR1 STAT3 SKI PIAS2 FOXO4 FOXO3 FOXO1 SMAD4 SMAD3 ESR1 SP1 MDM4 KDM5A GSK3B YBX1 MAPK1"" style=""cursor: pointer; text-decoration: underline dotted;"">23 substrates"
"12","MAPK1","2.007e-11","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAPK1 targets 30 genes from the input gene list.The full list of substrates is available below:MYC AKT1 CDCA5 JUN SNAI1 EZH2 CDKN1A NCOR2 STAT3 FOXO3 FOXO1 SP1 CEBPA CEBPB PML TP53 TOP2A PARP1 RELA SMAD2 SMAD1 SMAD4 SMAD3 CAV1 ESR1 SMAD7 GSK3B MAPK8 MAPK7 MAPK1"" style=""cursor: pointer; text-decoration: underline dotted;"">30 substrates"
"13","ERK1","5.817e-11","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""ERK1 targets 17 genes from the input gene list.The full list of substrates is available below:MYC SQSTM1 TP53 SMAD2 SMAD1 JUN SMAD4 SMAD3 ESR1 SP1 NCOR2 HDAC4 CEBPB RELA MAPK8 MAPK7 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">17 substrates"
"14","CK2ALPHA","2.953e-10","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CK2ALPHA targets 19 genes from the input gene list.The full list of substrates is available below:MYC AKT1 TP53 JUN SMARCA4 TOP2A NCOR2 RELA NPM1 YY1 NCL SP1 SUMO1 SIN3A HDAC4 HDAC2 HDAC3 RBBP4 PML"" style=""cursor: pointer; text-decoration: underline dotted;"">19 substrates"
"15","ERK2","2.262e-9","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""ERK2 targets 15 genes from the input gene list.The full list of substrates is available below:MYC TP53 SMAD2 SMAD1 JUN SMAD4 SMAD3 ESR1 SP1 NCOR2 HDAC4 CEBPB RELA MAPK7 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">15 substrates"
"16","JNK1","2.743e-9","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""JNK1 targets 12 genes from the input gene list.The full list of substrates is available below:CDKN1A HNF4A MYC SIRT1 TP53 RELA MAPK8 SMAD2 JUN SMAD3 STAT3 SP1"" style=""cursor: pointer; text-decoration: underline dotted;"">12 substrates"
"17","GSK3ALPHA","3.081e-9","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""GSK3ALPHA targets 10 genes from the input gene list.The full list of substrates is available below:GSK3B HNF4A MYC AKT1 PARP1 TP53 FOXO3 FOXO1 JUN ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">10 substrates"
"18","CDC2","4.694e-9","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CDC2 targets 19 genes from the input gene list.The full list of substrates is available below:TRIM28 MYC TP53 RAD21 JUN PLK1 ATM EZH2 TOP2A TOP2B CDKN1A XPO1 PARP1 NCOR1 RELA NPM1 STAT3 NCL FOXO1"" style=""cursor: pointer; text-decoration: underline dotted;"">19 substrates"
"19","RPS6KA3","5.826e-9","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""RPS6KA3 targets 19 genes from the input gene list.The full list of substrates is available below:MYC TP53 JUN PLK1 TOP2A TOP2B CDKN1A CTCF HNF4A NCOR2 STAT3 KPNA4 FOXO3 SMAD3 ESR1 SMAD7 GSK3B YBX1 SIN3A"" style=""cursor: pointer; text-decoration: underline dotted;"">19 substrates"
"20","PKBALPHA","2.117e-8","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKBALPHA targets 16 genes from the input gene list.The full list of substrates is available below:MYC AKT1 TP53 EZH2 CDKN1A NCOR2 RELA NPM1 FOXO4 FOXO3 FOXO1 SMAD2 SMAD3 ESR1 MDM4 GSK3B"" style=""cursor: pointer; text-decoration: underline dotted;"">16 substrates"
"21","MAPK8","3.262e-7","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAPK8 targets 15 genes from the input gene list.The full list of substrates is available below:SOX2 MYC TP53 JUN CDKN1A SIRT1 SUZ12 STAT3 FOXO4 FOXO3 SP1 NFE2L2 SIN3A MAPK1 STUB1"" style=""cursor: pointer; text-decoration: underline dotted;"">15 substrates"
"22","PKBBETA","3.320e-7","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKBBETA targets 8 genes from the input gene list.The full list of substrates is available below:GSK3B CDKN1A FOXO4 FOXO3 FOXO1 RELA AKT1 ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">8 substrates"
"23","PRKCD","4.644e-7","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKCD targets 12 genes from the input gene list.The full list of substrates is available below:TRIM28 SQSTM1 TP53 JUN CAV1 NFE2L2 GSK3B CDKN1A HDAC5 MAPK8 MAPK1 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">12 substrates"
"24","PRKCZ","0.000001878","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKCZ targets 9 genes from the input gene list.The full list of substrates is available below:GSK3B AKT1 PIAS4 RELA MAPK7 MAPK1 STAT3 SP1 PIN1"" style=""cursor: pointer; text-decoration: underline dotted;"">9 substrates"
"25","ABL1","0.000002022","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""ABL1 targets 12 genes from the input gene list.The full list of substrates is available below:MYC TP53 JUN CAV1 PLK1 ESR1 SNW1 MDM4 CDKN1A CEBPB HDAC2 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">12 substrates"
"26","PLK1","0.000002986","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PLK1 targets 15 genes from the input gene list.The full list of substrates is available below:SMC3 MYC TP53 RAD21 PLK1 STAG2 TOP2A CDKN1A XPO1 SUZ12 NPM1 YY1 FOXO3 PIN1 SMC1A"" style=""cursor: pointer; text-decoration: underline dotted;"">15 substrates"
"27","GSK","0.000003284","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""GSK targets 6 genes from the input gene list.The full list of substrates is available below:CDKN1A CEBPB RELA MYC ESR1 SNAI1"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"28","IKKBETA","0.000003666","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""IKKBETA targets 7 genes from the input gene list.The full list of substrates is available below:FOXO3 RELA AKT1 STAT3 IRF7 SQSTM1 TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"29","TGFBR2","0.000006116","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""TGFBR2 targets 8 genes from the input gene list.The full list of substrates is available below:MYC TP53 SMAD2 SMAD3 CAV1 PML SP1 SNAI1"" style=""cursor: pointer; text-decoration: underline dotted;"">8 substrates"
"30","RPS6KA1","0.00001249","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""RPS6KA1 targets 8 genes from the input gene list.The full list of substrates is available below:GSK3B YBX1 TP53 CEBPB MAPK7 MAPK1 JUN ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">8 substrates"
"31","CSNK1A1","0.00001359","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CSNK1A1 targets 8 genes from the input gene list.The full list of substrates is available below:CDKN1A YBX1 SQSTM1 TP53 KPNB1 FOXO1 RELA MDM4"" style=""cursor: pointer; text-decoration: underline dotted;"">8 substrates"
"32","ATM","0.00001721","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""ATM targets 13 genes from the input gene list.The full list of substrates is available below:SMC3 SOX2 TRIM28 DAXX TP53 SMARCA4 ATM EZH2 PARP1 SMAD1 SP1 MDM4 SMC1A"" style=""cursor: pointer; text-decoration: underline dotted;"">13 substrates"
"33","CSNK1E","0.00001979","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CSNK1E targets 7 genes from the input gene list.The full list of substrates is available below:MYC NCL TP53 SET ESR1 SMARCA4 SNAI1"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"34","PKD1","0.00001979","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKD1 targets 7 genes from the input gene list.The full list of substrates is available below:XPO1 TP53 HDAC4 HDAC5 MAPK9 MAPK8 JUN"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"35","IKKALPHA","0.00002137","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""IKKALPHA targets 5 genes from the input gene list.The full list of substrates is available below:FOXO3 RELA NCOR2 IRF7 AKT1"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"36","MELK","0.00004209","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MELK targets 5 genes from the input gene list.The full list of substrates is available below:SMAD2 SMAD4 SMAD3 SMAD7 TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"37","PKBGAMMA","0.00004911","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKBGAMMA targets 5 genes from the input gene list.The full list of substrates is available below:GSK3B CDKN1A FOXO3 FOXO1 RELA"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"38","JNK2","0.00007574","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""JNK2 targets 5 genes from the input gene list.The full list of substrates is available below:RELA MYC SMAD2 JUN TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"39","PRKCB","0.00007911","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKCB targets 11 genes from the input gene list.The full list of substrates is available below:AKT1 TP53 JUN CDKN1A STAT3 CAV1 ESR1 SMAD7 GSK3B MAPK9 ASXL1"" style=""cursor: pointer; text-decoration: underline dotted;"">11 substrates"
"40","PRKDC","0.0001046","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKDC targets 8 genes from the input gene list.The full list of substrates is available below:MYC AKT1 TP53 STAG1 ATM CDKN1A RELA MAPK8"" style=""cursor: pointer; text-decoration: underline dotted;"">8 substrates"
"41","AURORAA","0.0001136","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""AURORAA targets 7 genes from the input gene list.The full list of substrates is available below:TOP2A GSK3B AKT1 NCOR1 TP53 HDAC3 PLK1"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"42","CHEK1","0.0001182","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CHEK1 targets 11 genes from the input gene list.The full list of substrates is available below:SOX2 TRIM28 MYC TP53 PLK1 EZH2 TOP2A CDKN1A MDM4 YBX1 SIN3A"" style=""cursor: pointer; text-decoration: underline dotted;"">11 substrates"
"43","AURKA","0.0001219","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""AURKA targets 7 genes from the input gene list.The full list of substrates is available below:GSK3B CDKN1A TP53 PLK1 ESR1 SKI PIN1"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"44","CHUK","0.0001308","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CHUK targets 7 genes from the input gene list.The full list of substrates is available below:MYC BTRC NCOR2 NCOR1 FOXO3 RELA ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"45","RET","0.0001611","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""RET targets 5 genes from the input gene list.The full list of substrates is available below:MAPK9 MAPK8 AKT1 MAPK1 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"46","CDK5","0.0001619","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CDK5 targets 10 genes from the input gene list.The full list of substrates is available below:MYC TP53 FOXO1 ATM NFE2L2 GSK3B CDKN1A HDAC5 STAT3 STUB1"" style=""cursor: pointer; text-decoration: underline dotted;"">10 substrates"
"47","AURKB","0.0001862","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""AURKB targets 9 genes from the input gene list.The full list of substrates is available below:YY1 SSU72 TP53 CDCA5 PLK1 PIN1 ATM TOP2A HDAC5"" style=""cursor: pointer; text-decoration: underline dotted;"">9 substrates"
"48","CK2","0.0002808","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CK2 targets 6 genes from the input gene list.The full list of substrates is available below:TOP2A AKT1 HDAC2 RELA MAPK9 JUN"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"49","RAF1","0.0003247","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""RAF1 targets 8 genes from the input gene list.The full list of substrates is available below:MYC AKT1 TP53 ESR1 PIN1 PARP1 MAPK7 MAPK1"" style=""cursor: pointer; text-decoration: underline dotted;"">8 substrates"
"50","PRKCA","0.0004770","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKCA targets 24 genes from the input gene list.The full list of substrates is available below:AKT1 JUN CRYAB STAT3 SQSTM1 NFE2L2 STUB1 TP53 HNF4A RELA CAV1 GSK3B HOXA9 MYC CDKN1A NCOR2 NCOR1 AHR CEBPB ATM TOP2A SMAD3 ESR1 MAPK1"" style=""cursor: pointer; text-decoration: underline dotted;"">24 substrates"
"51","MAP2K3","0.0004876","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAP2K3 targets 5 genes from the input gene list.The full list of substrates is available below:SMAD2 SMAD1 SMAD4 SMAD3 SMURF1"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"52","CSNK2A2","0.0004955","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CSNK2A2 targets 8 genes from the input gene list.The full list of substrates is available below:SMC3 SOX2 MYC TP53 JUN TOP2A CDKN1A NPM1"" style=""cursor: pointer; text-decoration: underline dotted;"">8 substrates"
"53","PRKAA1","0.0004991","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKAA1 targets 7 genes from the input gene list.The full list of substrates is available below:SQSTM1 TP53 FOXO3 FOXO1 NFE2L2 HNF4A HDAC5"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"54","CHEK2","0.0005321","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CHEK2 targets 5 genes from the input gene list.The full list of substrates is available below:TRIM28 TP53 PLK1 PML MDM4"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"55","TBK1","0.0006396","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""TBK1 targets 6 genes from the input gene list.The full list of substrates is available below:AKT1 IRF7 SQSTM1 RELA STAT3 ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"56","IKBKE","0.0006807","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""IKBKE targets 6 genes from the input gene list.The full list of substrates is available below:AKT1 BTRC IRF7 FOXO3 RELA ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"57","MTOR","0.0006813","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MTOR targets 7 genes from the input gene list.The full list of substrates is available below:EHMT2 MYC AKT1 SQSTM1 JUN ESR1 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"58","UHMK1","0.0007062","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""UHMK1 targets 4 genes from the input gene list.The full list of substrates is available below:SMAD2 SMAD1 SMAD4 SMURF1"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"59","PIM1","0.0007412","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PIM1 targets 5 genes from the input gene list.The full list of substrates is available below:CDKN1A MYC UHRF1 FOXO3 RELA"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"60","SRC","0.0009624","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""SRC targets 15 genes from the input gene list.The full list of substrates is available below:MYC AKT1 JUN PLK1 CDKN1A STAT3 CEBPB TP53 TOP2A HNF4A SMAD3 CAV1 ESR1 SMAD7 MAPK1"" style=""cursor: pointer; text-decoration: underline dotted;"">15 substrates"
"61","ATR","0.001098","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""ATR targets 7 genes from the input gene list.The full list of substrates is available below:DAXX TP53 SP1 ATM SMC1A NPM1 PML"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"62","MAPK9","0.001150","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAPK9 targets 6 genes from the input gene list.The full list of substrates is available below:CDKN1A MYC TP53 FOXO4 JUN STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"63","PRKACA","0.001200","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKACA targets 25 genes from the input gene list.The full list of substrates is available below:JUN CRYAB STAT3 FOXO3 PIN1 UHRF1 TP53 HNF4A RELA CAV1 GSK3B MYC SNAI1 CDKN1A NCOR2 NCOR1 HDAC5 CEBPB TOP2A TOP2B SMAD4 SMAD3 ESR1 SMAD7 MAPK1"" style=""cursor: pointer; text-decoration: underline dotted;"">25 substrates"
"64","CK2A2","0.001430","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CK2A2 targets 5 genes from the input gene list.The full list of substrates is available below:MYC NCL HDAC2 RELA JUN"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"65","PKCALPHA","0.001626","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKCALPHA targets 7 genes from the input gene list.The full list of substrates is available below:MYC TP53 CAV1 TOP2A GSK3B MAPK7 KLF5"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"66","MARK2","0.001773","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MARK2 targets 4 genes from the input gene list.The full list of substrates is available below:HDAC4 GSK3B HDAC5 PHF1"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"67","MAP3K7","0.001835","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAP3K7 targets 6 genes from the input gene list.The full list of substrates is available below:DDX17 SQSTM1 SMAD3 SMURF1 HDAC4 HDAC5"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"68","PLK3","0.001936","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PLK3 targets 4 genes from the input gene list.The full list of substrates is available below:TOP2A JUN NPM1 TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"69","DYRK2","0.001936","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""DYRK2 targets 4 genes from the input gene list.The full list of substrates is available below:MYC JUN STAT3 TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"70","PRKAA2","0.002110","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKAA2 targets 4 genes from the input gene list.The full list of substrates is available below:HDAC5 FOXO3 PARP1 TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"71","PKR","0.002488","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKR targets 4 genes from the input gene list.The full list of substrates is available below:NPM1 STAT3 IRF7 TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"72","MAP2K1","0.002652","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAP2K1 targets 5 genes from the input gene list.The full list of substrates is available below:GSK3B MYC MAPK8 MAPK1 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"73","CAM","0.003105","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CAM targets 2 genes from the input gene list.The full list of substrates is available below:HDAC4 HDAC5"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"74","IKK","0.003105","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""IKK targets 2 genes from the input gene list.The full list of substrates is available below:NCOR2 RELA"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"75","CDK7","0.003134","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CDK7 targets 5 genes from the input gene list.The full list of substrates is available below:TOP2A GTF2B TP53 SMAD1 ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"76","NLK","0.003140","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""NLK targets 4 genes from the input gene list.The full list of substrates is available below:FOXO1 HNF4A SMAD4 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"77","NIK","0.004106","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""NIK targets 2 genes from the input gene list.The full list of substrates is available below:CEBPB TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"78","GSK3A","0.004470","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""GSK3A targets 4 genes from the input gene list.The full list of substrates is available below:MYC AKT1 CEBPA CEBPB"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
