"Rank","Protein Kinase","Hypergeometric p-value","Z-score","Combined score","Enriched Substrates"
"11","DNAPK","3.962e-10","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""DNAPK targets 13 genes from the input gene list.The full list of substrates is available below:TRIM28 AKT1 PRKCD TP53 JUN ESR1 SP1 MED17 HSP90AA1 NCOA6 RELA MAPK9 MAPK8"" style=""cursor: pointer; text-decoration: underline dotted;"">13 substrates"
"12","CDK2","1.243e-9","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CDK2 targets 48 genes from the input gene list.The full list of substrates is available below:JUN MED17 MED14 FOS SP1 MNAT1 TRIM28 TP53 SMARCA4 SREBF1 SREBF2 ITCH NR3C1 RNF4 RNF2 CDKN1A NCOR2 NR1I2 CEBPB HDAC2 PML XPO1 NR2C2 MAPK8 NELFB NELFE POU5F1 YY1 FOXO1 ZBTB16 NFE2L2 HSP90AA1 NCOA2 NCOA6 NCOA3 GSK3B HMGB1 TAF6 RB1 MYC MED1 NCL CDK1 SIN3A PRMT1 SMAD3 ESR1 HSPB1"" style=""cursor: pointer; text-decoration: underline dotted;"">48 substrates"
"13","CDC2","2.376e-9","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CDC2 targets 18 genes from the input gene list.The full list of substrates is available below:RB1 TRIM28 MYC CSNK2A1 TP53 JUN CDKN1A XPO1 SREBF1 FOS NCOR1 RELA NFYA NCL FOXO1 ZBTB16 CDK1 MNAT1"" style=""cursor: pointer; text-decoration: underline dotted;"">18 substrates"
"14","CDK4","5.755e-9","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CDK4 targets 13 genes from the input gene list.The full list of substrates is available below:RB1 MYC TP53 FOXO1 JUN SMAD3 ESR1 SP1 MNAT1 CDKN1A HSP90AA1 CEBPA CEBPB"" style=""cursor: pointer; text-decoration: underline dotted;"">13 substrates"
"15","HIPK2","6.244e-9","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""HIPK2 targets 13 genes from the input gene list.The full list of substrates is available below:TRIM28 MYC TP53 GATA1 SMAD3 SIN3A SIRT1 NCOR1 HDAC4 CEBPB RELA MAPK8 PML"" style=""cursor: pointer; text-decoration: underline dotted;"">13 substrates"
"16","GSK3ALPHA","1.199e-8","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""GSK3ALPHA targets 9 genes from the input gene list.The full list of substrates is available below:GSK3B HNF4A MYC AKT1 SREBF1 TP53 FOXO1 JUN ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">9 substrates"
"17","PKBALPHA","1.750e-8","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKBALPHA targets 15 genes from the input gene list.The full list of substrates is available below:MYC AKT1 TP53 GATA1 PPARGC1A CDKN1A NCOR2 TAL1 RELA FOXO1 SMAD3 ESR1 GSK3B HSPB1 HSP90AA1"" style=""cursor: pointer; text-decoration: underline dotted;"">15 substrates"
"18","RAF1","3.360e-8","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""RAF1 targets 12 genes from the input gene list.The full list of substrates is available below:RB1 NR3C1 ETS2 MYC AKT1 PRKCD TP53 HSPA4 ESR1 HSP90AA1 FOS MAPK7"" style=""cursor: pointer; text-decoration: underline dotted;"">12 substrates"
"19","MAPK8","4.316e-8","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAPK8 targets 15 genes from the input gene list.The full list of substrates is available below:MYC TP53 JUN CDKN1A SREBF1 NCOA3 FOS SIRT1 ITCH NR3C1 SP1 CDK1 NFE2L2 HSPB1 SIN3A"" style=""cursor: pointer; text-decoration: underline dotted;"">15 substrates"
"20","PRKCD","8.879e-8","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKCD targets 12 genes from the input gene list.The full list of substrates is available below:TRIM28 PRKCD SQSTM1 TP53 JUN NFE2L2 GSK3B CDKN1A HSPB1 FOS HDAC5 MAPK8"" style=""cursor: pointer; text-decoration: underline dotted;"">12 substrates"
"21","GSK3BETA","1.023e-7","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""GSK3BETA targets 12 genes from the input gene list.The full list of substrates is available below:MYC AKT1 TP53 FOXO1 PPARGC1A JUN SMAD3 ESR1 GSK3B HNF4A SREBF1 CEBPB"" style=""cursor: pointer; text-decoration: underline dotted;"">12 substrates"
"22","JNK2","1.260e-7","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""JNK2 targets 7 genes from the input gene list.The full list of substrates is available below:RB1 HSPB1 RELA MYC JUN FOS TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"23","GSK3B","1.693e-7","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""GSK3B targets 40 genes from the input gene list.The full list of substrates is available below:GATA2 JUN FOS SP1 TP53 SMARCA4 SREBF1 SREBF2 RELA ITCH NR3C1 ETS1 CDKN1A NCOR2 NCOR1 HDAC4 CEBPA CEBPB PML NR2C2 MAPK8 MAPK7 PPARGC1B SIRT1 POU5F1 SQSTM1 FOXO1 NFE2L2 NCOA2 NCOA3 GSK3B RB1 MYC MED1 CDK1 SIN3A ZFPM1 SMAD3 ESR1 HSPB1"" style=""cursor: pointer; text-decoration: underline dotted;"">40 substrates"
"24","PRKAA1","3.958e-7","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKAA1 targets 10 genes from the input gene list.The full list of substrates is available below:RB1 MED1 SQSTM1 TP53 FOXO1 NFE2L2 HNF4A SREBF1 HDAC5 NR2C2"" style=""cursor: pointer; text-decoration: underline dotted;"">10 substrates"
"25","ABL1","4.009e-7","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""ABL1 targets 12 genes from the input gene list.The full list of substrates is available below:RB1 SPI1 MYC PRKCD TP53 JUN ESR1 CDKN1A NCOA3 FOS CEBPB HDAC2"" style=""cursor: pointer; text-decoration: underline dotted;"">12 substrates"
"26","PKD1","6.356e-7","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKD1 targets 8 genes from the input gene list.The full list of substrates is available below:HSPB1 XPO1 TP53 HDAC4 HDAC5 MAPK9 MAPK8 JUN"" style=""cursor: pointer; text-decoration: underline dotted;"">8 substrates"
"27","CK2","0.000001217","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CK2 targets 8 genes from the input gene list.The full list of substrates is available below:SPI1 AKT1 HSP90AA1 HDAC2 RELA MAPK9 JUN CDK1"" style=""cursor: pointer; text-decoration: underline dotted;"">8 substrates"
"28","MAPK11","0.000001228","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAPK11 targets 10 genes from the input gene list.The full list of substrates is available below:NR3C1 TP53 PPARGC1A JUN ESR1 HSPB1 HNF4A FOS CEBPB PML"" style=""cursor: pointer; text-decoration: underline dotted;"">10 substrates"
"29","PRKCZ","0.000005332","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKCZ targets 8 genes from the input gene list.The full list of substrates is available below:GSK3B AKT1 PIAS4 NCOA3 RELA MAPK7 NR0B2 SP1"" style=""cursor: pointer; text-decoration: underline dotted;"">8 substrates"
"30","DNA","0.000005798","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""DNA targets 4 genes from the input gene list.The full list of substrates is available below:HSP90AA1 JUN NR3C1 TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"31","CSNK1E","0.000007459","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CSNK1E targets 7 genes from the input gene list.The full list of substrates is available below:MYC NCOA3 POU5F1 NCL TP53 ESR1 SMARCA4"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"32","CK2A2","0.000008229","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CK2A2 targets 7 genes from the input gene list.The full list of substrates is available below:SPIB MYC HSP90AA1 NCL HDAC2 RELA JUN"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"33","PRKACA","0.00001246","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKACA targets 27 genes from the input gene list.The full list of substrates is available below:SPI1 PPARGC1A JUN FOS POU5F1 ZBTB16 HSP90AA1 TP53 HNF4A SREBF1 NCOA3 RELA ITCH ETS1 GSK3B RB1 MYC CDKN1A NCOR2 NCOR1 TAL1 CDK1 HDAC5 CEBPB SMAD3 ESR1 HSPB1"" style=""cursor: pointer; text-decoration: underline dotted;"">27 substrates"
"34","IKKBETA","0.00001786","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""IKKBETA targets 6 genes from the input gene list.The full list of substrates is available below:HSPB1 RELA AKT1 FOS SQSTM1 TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"35","RPS6KA3","0.00001809","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""RPS6KA3 targets 13 genes from the input gene list.The full list of substrates is available below:MYC TP53 JUN CDKN1A HNF4A FOS POU5F1 NCOR2 SMAD3 ESR1 CDK1 GSK3B SIN3A"" style=""cursor: pointer; text-decoration: underline dotted;"">13 substrates"
"36","PKBBETA","0.00001997","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKBBETA targets 6 genes from the input gene list.The full list of substrates is available below:GSK3B CDKN1A FOXO1 RELA AKT1 ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"37","GSK","0.00002406","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""GSK targets 5 genes from the input gene list.The full list of substrates is available below:CDKN1A CEBPB RELA MYC ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"38","CSNK2A2","0.00002905","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CSNK2A2 targets 9 genes from the input gene list.The full list of substrates is available below:MYC TP53 JUN CDK1 CDKN1A NELFE PRMT1 FOS POU5F1"" style=""cursor: pointer; text-decoration: underline dotted;"">9 substrates"
"39","CHEK1","0.00002991","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CHEK1 targets 11 genes from the input gene list.The full list of substrates is available below:RB1 TRIM28 MYC MED1 TP53 CDKN1A NELFE FOS CDK1 SIN3A TAF6"" style=""cursor: pointer; text-decoration: underline dotted;"">11 substrates"
"40","PRKDC","0.00003626","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKDC targets 8 genes from the input gene list.The full list of substrates is available below:MYC AKT1 MED1 TP53 CDKN1A HSP90AA1 RELA MAPK8"" style=""cursor: pointer; text-decoration: underline dotted;"">8 substrates"
"41","RPS6KA1","0.00003812","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""RPS6KA1 targets 7 genes from the input gene list.The full list of substrates is available below:GSK3B FOS TP53 CEBPB MAPK7 JUN ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"42","AURORAA","0.00004418","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""AURORAA targets 7 genes from the input gene list.The full list of substrates is available below:GSK3B AKT1 NCOA3 NCOR1 TP53 HDAC3 CDK1"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"43","CHUK","0.00005100","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CHUK targets 7 genes from the input gene list.The full list of substrates is available below:MYC NCOA3 NCOR2 NCOR1 RELA ESR1 HSPA1A"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"44","SRC","0.00005312","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""SRC targets 16 genes from the input gene list.The full list of substrates is available below:RB1 SPI1 MYC AKT1 PRKCD JUN CDKN1A FOS POU5F1 CDK1 CEBPB TP53 HNF4A SMAD3 ESR1 HSPB1"" style=""cursor: pointer; text-decoration: underline dotted;"">16 substrates"
"45","PRKCA","0.0001165","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKCA targets 23 genes from the input gene list.The full list of substrates is available below:SPI1 AKT1 JUN FOS POU5F1 SQSTM1 NFE2L2 TP53 HNF4A RELA GSK3B RB1 MYC CDKN1A NCOR2 NCOR1 NR1I2 AHR CDK1 CEBPB SMAD3 ESR1 HSPB1"" style=""cursor: pointer; text-decoration: underline dotted;"">23 substrates"
"46","TGFBR2","0.0001803","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""TGFBR2 targets 6 genes from the input gene list.The full list of substrates is available below:MYC HSP90AA1 TP53 SMAD3 PML SP1"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"47","IKKALPHA","0.0001817","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""IKKALPHA targets 4 genes from the input gene list.The full list of substrates is available below:HSP90AA1 RELA NCOR2 AKT1"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"48","CDK5","0.0002411","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CDK5 targets 9 genes from the input gene list.The full list of substrates is available below:RB1 NR3C1 MYC TP53 FOXO1 NFE2L2 GSK3B CDKN1A HDAC5"" style=""cursor: pointer; text-decoration: underline dotted;"">9 substrates"
"49","MAP2K4","0.0003188","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAP2K4 targets 5 genes from the input gene list.The full list of substrates is available below:HSPB1 AKT1 MAPK9 MAPK8 HSPA4"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"50","PKBGAMMA","0.0003574","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKBGAMMA targets 4 genes from the input gene list.The full list of substrates is available below:GSK3B CDKN1A FOXO1 RELA"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"51","MAPK7","0.0004034","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAPK7 targets 4 genes from the input gene list.The full list of substrates is available below:ETS1 MAPK7 FOS PML"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"52","PRKCB","0.0004940","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKCB targets 9 genes from the input gene list.The full list of substrates is available below:AKT1 TP53 JUN CDKN1A ESR1 CDK1 GSK3B HSPB1 MAPK9"" style=""cursor: pointer; text-decoration: underline dotted;"">9 substrates"
"53","CDK3","0.0005078","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CDK3 targets 4 genes from the input gene list.The full list of substrates is available below:RB1 CDKN1A JUN ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"54","MAPK9","0.0005273","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAPK9 targets 6 genes from the input gene list.The full list of substrates is available below:CDKN1A ETS2 MYC FOS TP53 JUN"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"55","CDK9","0.0006985","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CDK9 targets 4 genes from the input gene list.The full list of substrates is available below:RB1 NCOA2 SMAD3 TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"56","MAP3K7","0.0008523","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAP3K7 targets 6 genes from the input gene list.The full list of substrates is available below:SQSTM1 SMAD3 HSP90AA1 HDAC4 HDAC5 HSPA1A"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"57","ALK","0.0009350","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""ALK targets 4 genes from the input gene list.The full list of substrates is available below:RELA HSP90AA1 NCOA6 TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"58","PDHK1","0.001228","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PDHK1 targets 5 genes from the input gene list.The full list of substrates is available below:GSK3B AKT1 HSP90AA1 PRKCD FOXO1"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"59","MAP2K1","0.001382","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAP2K1 targets 5 genes from the input gene list.The full list of substrates is available below:GSK3B MYC FOS TAL1 MAPK8"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"60","ERBB2","0.001504","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""ERBB2 targets 6 genes from the input gene list.The full list of substrates is available below:ETS1 ESR1 CDK1 HSP90AA1 NCOA3 NCOR1"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"61","ATM","0.001563","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""ATM targets 9 genes from the input gene list.The full list of substrates is available below:RB1 TRIM28 MED1 TP53 XPC SMARCA4 SP1 CDK1 HSP90AA1"" style=""cursor: pointer; text-decoration: underline dotted;"">9 substrates"
"62","CDK7","0.001640","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CDK7 targets 5 genes from the input gene list.The full list of substrates is available below:GTF2B TP53 XPC ESR1 CDK1"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"63","PKCIOTA","0.001697","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKCIOTA targets 4 genes from the input gene list.The full list of substrates is available below:RELA SREBF1 HSP90AA1 SQSTM1"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"64","LYN","0.001863","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""LYN targets 7 genes from the input gene list.The full list of substrates is available below:SPI1 YY1 TRIM28 MYC CSNK2A1 PRKCD TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"65","TBK1","0.002036","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""TBK1 targets 5 genes from the input gene list.The full list of substrates is available below:AKT1 SQSTM1 RELA ESR1 HSPA1A"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"66","CSNK1A1","0.002259","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CSNK1A1 targets 5 genes from the input gene list.The full list of substrates is available below:CDKN1A SQSTM1 TP53 FOXO1 RELA"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"67","CAM","0.002321","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CAM targets 2 genes from the input gene list.The full list of substrates is available below:HDAC4 HDAC5"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"68","IKK","0.002321","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""IKK targets 2 genes from the input gene list.The full list of substrates is available below:NCOR2 RELA"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"69","CHEK2","0.002451","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CHEK2 targets 4 genes from the input gene list.The full list of substrates is available below:RB1 TRIM28 TP53 PML"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"70","AURKA","0.002499","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""AURKA targets 5 genes from the input gene list.The full list of substrates is available below:GSK3B CDKN1A TP53 ESR1 SKI"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"71","GSK3A","0.002626","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""GSK3A targets 4 genes from the input gene list.The full list of substrates is available below:MYC AKT1 CEBPA CEBPB"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"72","CAMK2A","0.002788","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CAMK2A targets 6 genes from the input gene list.The full list of substrates is available below:ETS1 ETS2 MYC CDKN1A NCOR2 HDAC5"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"73","CK1ALPHA","0.002893","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CK1ALPHA targets 5 genes from the input gene list.The full list of substrates is available below:RB1 GSK3B FOS TP53 JUN"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"74","NIK","0.003073","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""NIK targets 2 genes from the input gene list.The full list of substrates is available below:CEBPB TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"75","PIM1","0.003201","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PIM1 targets 4 genes from the input gene list.The full list of substrates is available below:CDKN1A MYC POU5F1 RELA"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"76","PIM2","0.003246","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PIM2 targets 3 genes from the input gene list.The full list of substrates is available below:CDKN1A MYC POU5F1"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"77","MAPK10","0.003629","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAPK10 targets 4 genes from the input gene list.The full list of substrates is available below:CDKN1A MYC FOS JUN"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"78","CDK6","0.004765","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CDK6 targets 3 genes from the input gene list.The full list of substrates is available below:RB1 CEBPA CDKN1A"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"79","CK1GAMMA1","0.005911","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CK1GAMMA1 targets 2 genes from the input gene list.The full list of substrates is available below:TP53 FOXO1"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"80","MAPKAPK2","0.007028","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAPKAPK2 targets 4 genes from the input gene list.The full list of substrates is available below:HSPB1 TRIM28 AKT1 TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"81","CAMKIV","0.007044","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CAMKIV targets 2 genes from the input gene list.The full list of substrates is available below:HDAC4 RELA"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"82","RPS6KB1","0.007381","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""RPS6KB1 targets 4 genes from the input gene list.The full list of substrates is available below:GSK3B PPARGC1A ESR1 CDK1"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
