"Rank","Protein Kinase","Hypergeometric p-value","Z-score","Combined score","Enriched Substrates"
"11","GSK3B","3.928e-11","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""GSK3B targets 46 genes from the input gene list.The full list of substrates is available below:SFN JUN SP1 PTEN UHRF1 TP63 TP53 EGR1 SMARCA4 RELA ITCH UBE4B SNAI1 CDKN1A NCOR2 NCOR1 CDKN2A HIPK2 CEBPB PML ASXL1 SETDB1 KDM5A MAPK8 MAPK7 DAXX AR EZH2 SIRT1 POU5F1 STAT3 SQSTM1 NFKB1 MDM4 NFE2L2 RAD23B GSK3B MYC TCF20 CHUK RBBP4 SOX2 SUZ12 SMAD2 SMAD3 ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">46 substrates"
"12","GSK3BETA","1.026e-10","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""GSK3BETA targets 15 genes from the input gene list.The full list of substrates is available below:MYC AKT1 AR TP53 JUN SMAD3 ESR1 NFKB1 SNAI1 PIN1 GSK3B PHF1 PTEN CEBPB STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">15 substrates"
"13","ERK2","2.232e-10","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""ERK2 targets 15 genes from the input gene list.The full list of substrates is available below:ETS2 MYC AR TP53 SMAD2 JUN SMAD3 ESR1 NFKB1 SP1 NCOR2 CEBPB RELA MAPK7 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">15 substrates"
"14","PKBALPHA","2.319e-10","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKBALPHA targets 17 genes from the input gene list.The full list of substrates is available below:MYC AKT1 AR TP53 EZH2 CDKN1A IKBKB NCOR2 RELA SMAD2 SMAD3 ESR1 NFKB1 MDM4 GSK3B PTEN CHUK"" style=""cursor: pointer; text-decoration: underline dotted;"">17 substrates"
"15","MAPK1","2.624e-10","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAPK1 targets 26 genes from the input gene list.The full list of substrates is available below:MYC AKT1 AR JUN SNAI1 EZH2 CDKN1A POU5F1 NCOR2 CDKN2A STAT3 SP1 PTEN CHUK CEBPB PML TP53 EGR1 RELA ETS2 SMAD2 SMAD3 ESR1 GSK3B MAPK8 MAPK7"" style=""cursor: pointer; text-decoration: underline dotted;"">26 substrates"
"16","JNK1","4.175e-10","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""JNK1 targets 12 genes from the input gene list.The full list of substrates is available below:CDKN1A MYC SIRT1 TP53 RELA MAPK8 SMAD2 JUN SMAD3 STAT3 NFKB1 SP1"" style=""cursor: pointer; text-decoration: underline dotted;"">12 substrates"
"17","CK2ALPHA","1.073e-9","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CK2ALPHA targets 17 genes from the input gene list.The full list of substrates is available below:MYC AKT1 TP53 JUN SMARCA4 NCOR2 RELA YY1 NCL VDR SP1 PTEN SUMO1 HDAC2 HDAC3 RBBP4 PML"" style=""cursor: pointer; text-decoration: underline dotted;"">17 substrates"
"18","GSK","2.798e-9","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""GSK targets 8 genes from the input gene list.The full list of substrates is available below:CDKN1A CEBPB PTEN RELA MYC ESR1 NFKB1 SNAI1"" style=""cursor: pointer; text-decoration: underline dotted;"">8 substrates"
"19","MAPK8","5.087e-9","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAPK8 targets 16 genes from the input gene list.The full list of substrates is available below:SOX2 MYC AR TP53 SFN EGR1 JUN CDKN1A SIRT1 SUZ12 CDKN2A STAT3 ITCH SP1 NFE2L2 PTEN"" style=""cursor: pointer; text-decoration: underline dotted;"">16 substrates"
"20","ABL1","5.348e-9","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""ABL1 targets 14 genes from the input gene list.The full list of substrates is available below:MYC TP63 PRKCD TP53 EGR1 JUN ESR1 MDM4 CDKN1A PTEN CEBPB HDAC2 STAT3 HIPK2"" style=""cursor: pointer; text-decoration: underline dotted;"">14 substrates"
"21","RPS6KA3","1.610e-8","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""RPS6KA3 targets 17 genes from the input gene list.The full list of substrates is available below:MYC AR TP53 EGR1 JUN CDKN1A TCF20 POU5F1 NCOR2 KAT2B CDKN2A STAT3 SMAD3 ESR1 GSK3B PTEN CHUK"" style=""cursor: pointer; text-decoration: underline dotted;"">17 substrates"
"22","PRKCZ","4.287e-8","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKCZ targets 10 genes from the input gene list.The full list of substrates is available below:GSK3B PTEN IKBKB STK11 AKT1 RELA MAPK7 STAT3 SP1 PIN1"" style=""cursor: pointer; text-decoration: underline dotted;"">10 substrates"
"23","CSNK1E","4.368e-8","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CSNK1E targets 9 genes from the input gene list.The full list of substrates is available below:MYC POU5F1 NCL TP53 CDKN2A SIAH2 ESR1 SMARCA4 SNAI1"" style=""cursor: pointer; text-decoration: underline dotted;"">9 substrates"
"24","PRKCD","7.793e-8","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKCD targets 12 genes from the input gene list.The full list of substrates is available below:TRIM28 PRKCD SQSTM1 TP53 EGR1 JUN NFE2L2 GSK3B CDKN1A PTEN MAPK8 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">12 substrates"
"25","IKKBETA","8.237e-8","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""IKKBETA targets 8 genes from the input gene list.The full list of substrates is available below:RELA IKBKB AKT1 CHUK STAT3 NFKB1 SQSTM1 TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">8 substrates"
"26","PKBBETA","9.556e-8","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKBBETA targets 8 genes from the input gene list.The full list of substrates is available below:GSK3B CDKN1A PTEN RELA AKT1 CHUK ESR1 NFKB1"" style=""cursor: pointer; text-decoration: underline dotted;"">8 substrates"
"27","TGFBR2","1.594e-7","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""TGFBR2 targets 9 genes from the input gene list.The full list of substrates is available below:MYC TP53 SMAD2 EGR1 SMAD3 NFKB1 PML SP1 SNAI1"" style=""cursor: pointer; text-decoration: underline dotted;"">9 substrates"
"28","GSK3ALPHA","1.681e-7","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""GSK3ALPHA targets 8 genes from the input gene list.The full list of substrates is available below:GSK3B PTEN MYC AKT1 TP53 JUN ESR1 NFKB1"" style=""cursor: pointer; text-decoration: underline dotted;"">8 substrates"
"29","RAF1","2.643e-7","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""RAF1 targets 11 genes from the input gene list.The full list of substrates is available below:ETS2 MYC AKT1 PRKCD AR TP53 EGR1 ESR1 NFKB1 PIN1 MAPK7"" style=""cursor: pointer; text-decoration: underline dotted;"">11 substrates"
"30","IKKALPHA","4.745e-7","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""IKKALPHA targets 6 genes from the input gene list.The full list of substrates is available below:CHUK NFKB1 RELA IKBKB NCOR2 AKT1"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"31","SRC","6.565e-7","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""SRC targets 19 genes from the input gene list.The full list of substrates is available below:MYC AKT1 PRKCD AR SFN JUN CDKN1A IKBKB POU5F1 WWOX STAT3 HIPK2 NFKB1 PTEN CEBPB TP53 EGR1 SMAD3 ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">19 substrates"
"32","PKBGAMMA","0.000001288","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKBGAMMA targets 6 genes from the input gene list.The full list of substrates is available below:GSK3B CDKN1A PTEN RELA CHUK NFKB1"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"33","CDC2","0.000002717","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CDC2 targets 14 genes from the input gene list.The full list of substrates is available below:TRIM28 MYC AR TP53 JUN EZH2 CDKN1A XPO1 NCOR1 RELA NFYA STAT3 NCL MNAT1"" style=""cursor: pointer; text-decoration: underline dotted;"">14 substrates"
"34","ATM","0.000002867","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""ATM targets 13 genes from the input gene list.The full list of substrates is available below:SOX2 TRIM28 TP63 DAXX TP53 XPC EGR1 SMARCA4 EZH2 STK11 SP1 MDM4 PTEN"" style=""cursor: pointer; text-decoration: underline dotted;"">13 substrates"
"35","PRKCB","0.000003019","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKCB targets 12 genes from the input gene list.The full list of substrates is available below:AKT1 AR TP53 EGR1 JUN CDKN1A STAT3 ESR1 GSK3B PTEN MAPK9 ASXL1"" style=""cursor: pointer; text-decoration: underline dotted;"">12 substrates"
"36","RPS6KA1","0.000003796","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""RPS6KA1 targets 8 genes from the input gene list.The full list of substrates is available below:GSK3B STK11 TP53 CEBPB MAPK7 EGR1 JUN ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">8 substrates"
"37","PRKDC","0.000004256","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKDC targets 9 genes from the input gene list.The full list of substrates is available below:STK11 MYC AKT1 TP53 EGR1 NFKB1 CDKN1A RELA MAPK8"" style=""cursor: pointer; text-decoration: underline dotted;"">9 substrates"
"38","PRKACA","0.000009838","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKACA targets 27 genes from the input gene list.The full list of substrates is available below:AR SFN JUN POU5F1 STAT3 WT1 STK11 NFKB1 PIN1 PTEN UHRF1 TBX2 TP53 EGR1 RELA ITCH VDR GSK3B MYC SNAI1 CDKN1A NCOR2 NCOR1 CDKN2A CEBPB SMAD3 ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">27 substrates"
"39","CK2","0.00001218","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CK2 targets 7 genes from the input gene list.The full list of substrates is available below:PTEN AKT1 HDAC2 RELA MAPK9 JUN VDR"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"40","PRKCA","0.00003270","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKCA targets 24 genes from the input gene list.The full list of substrates is available below:AKT1 AR JUN IKBKB POU5F1 STAT3 SQSTM1 NFKB1 NFE2L2 PTEN TP53 EGR1 RELA VDR GSK3B MYC CDKN1A NCOR2 NCOR1 CDKN2A AHR CEBPB SMAD3 ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">24 substrates"
"41","PIM1","0.00003488","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PIM1 targets 6 genes from the input gene list.The full list of substrates is available below:CDKN1A MYC POU5F1 AR UHRF1 RELA"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"42","JNK2","0.00003525","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""JNK2 targets 5 genes from the input gene list.The full list of substrates is available below:RELA MYC SMAD2 JUN TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"43","CHUK","0.00004737","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CHUK targets 7 genes from the input gene list.The full list of substrates is available below:MYC BTRC NCOR2 NCOR1 RELA ESR1 NFKB1"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"44","IKK","0.00006265","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""IKK targets 3 genes from the input gene list.The full list of substrates is available below:NCOR2 NFKB1 RELA"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"45","MAPK9","0.00006683","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAPK9 targets 7 genes from the input gene list.The full list of substrates is available below:CDKN1A ETS2 MYC TP53 EGR1 JUN STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"46","PKD1","0.00007218","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKD1 targets 6 genes from the input gene list.The full list of substrates is available below:XPO1 TP53 MAPK9 MAPK8 JUN NFKB1"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"47","CK2A2","0.00007850","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CK2A2 targets 6 genes from the input gene list.The full list of substrates is available below:PTEN MYC NCL HDAC2 RELA JUN"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"48","DYRK2","0.00009497","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""DYRK2 targets 5 genes from the input gene list.The full list of substrates is available below:MYC JUN SIAH2 STAT3 TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"49","PKR","0.0001308","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKR targets 5 genes from the input gene list.The full list of substrates is available below:IKBKB CHUK STAT3 NFKB1 TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"50","PDHK1","0.0001465","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PDHK1 targets 6 genes from the input gene list.The full list of substrates is available below:GSK3B PTEN IKBKB AKT1 CHUK PRKCD"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"51","PKCIOTA","0.0001600","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKCIOTA targets 5 genes from the input gene list.The full list of substrates is available below:RELA IKBKB CHUK NFKB1 SQSTM1"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"52","CSNK2A2","0.0001659","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CSNK2A2 targets 8 genes from the input gene list.The full list of substrates is available below:SOX2 MYC AR TP53 EGR1 JUN CDKN1A POU5F1"" style=""cursor: pointer; text-decoration: underline dotted;"">8 substrates"
"53","CHEK2","0.0002544","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CHEK2 targets 5 genes from the input gene list.The full list of substrates is available below:TRIM28 TP53 SIAH2 PML MDM4"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"54","TBK1","0.0002716","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""TBK1 targets 6 genes from the input gene list.The full list of substrates is available below:IKBKB AKT1 SQSTM1 RELA STAT3 ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"55","MAP2K4","0.0003023","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAP2K4 targets 5 genes from the input gene list.The full list of substrates is available below:PTEN AKT1 DAXX MAPK9 MAPK8"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"56","PKCTHETA","0.0003023","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKCTHETA targets 5 genes from the input gene list.The full list of substrates is available below:IKBKB AKT1 CHUK PRKCD MAPK8"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"57","AURKA","0.0003488","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""AURKA targets 6 genes from the input gene list.The full list of substrates is available below:GSK3B CDKN1A AR TP53 ESR1 PIN1"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"58","MAPK10","0.0004180","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAPK10 targets 5 genes from the input gene list.The full list of substrates is available below:CDKN1A MYC EGR1 JUN CDKN2A"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"59","CDK3","0.0004861","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CDK3 targets 4 genes from the input gene list.The full list of substrates is available below:CDKN1A JUN CABLES1 ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"60","RET","0.0008957","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""RET targets 4 genes from the input gene list.The full list of substrates is available below:MAPK9 MAPK8 AKT1 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"61","RPS6KB1","0.001032","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""RPS6KB1 targets 5 genes from the input gene list.The full list of substrates is available below:GSK3B STK11 TP63 CDKN2A ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"62","CDK5","0.001054","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CDK5 targets 8 genes from the input gene list.The full list of substrates is available below:MYC AR TP53 NFE2L2 GSK3B CDKN1A STAT3 CABLES1"" style=""cursor: pointer; text-decoration: underline dotted;"">8 substrates"
"63","RPS6KA5","0.001276","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""RPS6KA5 targets 4 genes from the input gene list.The full list of substrates is available below:RELA STK11 TRIM28 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"64","MTOR","0.001548","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MTOR targets 6 genes from the input gene list.The full list of substrates is available below:MYC AKT1 SQSTM1 JUN ESR1 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"65","PKAALPHA","0.001617","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKAALPHA targets 6 genes from the input gene list.The full list of substrates is available below:STK11 AR ESR1 NFKB1 RELA WT1"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"66","LYN","0.001743","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""LYN targets 7 genes from the input gene list.The full list of substrates is available below:YY1 TRIM28 MYC PRKCD TP53 PTEN IKBKB"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"67","PKA","0.001765","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKA targets 3 genes from the input gene list.The full list of substrates is available below:GSK3B RELA STK11"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"68","IKBKE","0.002040","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""IKBKE targets 5 genes from the input gene list.The full list of substrates is available below:AKT1 BTRC RELA ESR1 NFKB1"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"69","CSNK1A1","0.002148","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CSNK1A1 targets 5 genes from the input gene list.The full list of substrates is available below:CDKN1A SQSTM1 TP53 RELA MDM4"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"70","MAPK11","0.002251","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAPK11 targets 6 genes from the input gene list.The full list of substrates is available below:TP53 JUN ESR1 NFKB1 CEBPB PML"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"71","AURORAA","0.002260","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""AURORAA targets 5 genes from the input gene list.The full list of substrates is available below:GSK3B AKT1 NCOR1 TP53 HDAC3"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"72","ATR","0.002342","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""ATR targets 6 genes from the input gene list.The full list of substrates is available below:DAXX TP53 XPC SP1 CDKN2A PML"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"73","CHEK1","0.002610","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CHEK1 targets 8 genes from the input gene list.The full list of substrates is available below:SOX2 TRIM28 MYC TP53 EZH2 CDKN1A NFKB1 MDM4"" style=""cursor: pointer; text-decoration: underline dotted;"">8 substrates"
"74","CAMK2A","0.002631","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CAMK2A targets 6 genes from the input gene list.The full list of substrates is available below:ETS2 MYC SMAD2 CDKN1A NCOR2 RCHY1"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"75","CK1ALPHA","0.002752","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CK1ALPHA targets 5 genes from the input gene list.The full list of substrates is available below:GSK3B TP53 JUN NFKB1 MDM4"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"76","NIK","0.003005","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""NIK targets 2 genes from the input gene list.The full list of substrates is available below:CEBPB TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"77","PIM2","0.003143","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PIM2 targets 3 genes from the input gene list.The full list of substrates is available below:CDKN1A MYC POU5F1"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"78","IKBKB","0.003169","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""IKBKB targets 5 genes from the input gene list.The full list of substrates is available below:IKBKB TP63 RELA CDKN2A NFKB1"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"79","PKCALPHA","0.003290","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKCALPHA targets 6 genes from the input gene list.The full list of substrates is available below:MYC PRKCD TP53 NFKB1 GSK3B MAPK7"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"80","PLK1","0.003310","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PLK1 targets 9 genes from the input gene list.The full list of substrates is available below:MYC TP53 CDKN1A IKBKB XPO1 SUZ12 YY1 PIN1 PTEN"" style=""cursor: pointer; text-decoration: underline dotted;"">9 substrates"
"81","MOK","0.003479","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MOK targets 3 genes from the input gene list.The full list of substrates is available below:MYC JUN NFKB1"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"82","MELK","0.003836","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MELK targets 3 genes from the input gene list.The full list of substrates is available below:SMAD2 SMAD3 TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
