"Rank","Protein Kinase","Hypergeometric p-value","Z-score","Combined score","Enriched Substrates"
"29","GSK3BETA","0.000004360","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""GSK3BETA targets 10 genes from the input gene list.The full list of substrates is available below:DNMT1 SMAD1 JUN SMAD3 NFKB1 BCL3 SNAI1 PARP1 CEBPB STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">10 substrates"
"30","CSNK1E","0.000005912","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CSNK1E targets 7 genes from the input gene list.The full list of substrates is available below:POU5F1 DNMT1 SET CDKN2A STAT1 SMARCA4 SNAI1"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"31","EGFR","0.000006502","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""EGFR targets 11 genes from the input gene list.The full list of substrates is available below:PRKCD HIST1H3A LYN JUN FES ATM CDKN1A HSP90AA1 FOS STAT1 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">11 substrates"
"32","MAPK11","0.000007261","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAPK11 targets 9 genes from the input gene list.The full list of substrates is available below:NR3C1 PGR LYN JUN NFKB1 FOS CEBPB STAT1 PML"" style=""cursor: pointer; text-decoration: underline dotted;"">9 substrates"
"33","RAF1","0.00001328","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""RAF1 targets 9 genes from the input gene list.The full list of substrates is available below:RB1 NR3C1 ETS2 PRKCD HSPA4 NFKB1 HSP90AA1 PARP1 FOS"" style=""cursor: pointer; text-decoration: underline dotted;"">9 substrates"
"34","CDK8","0.00002031","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CDK8 targets 5 genes from the input gene list.The full list of substrates is available below:HIST1H3A SMAD1 SMAD3 STAT1 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"35","GSK","0.00002031","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""GSK targets 5 genes from the input gene list.The full list of substrates is available below:CDKN1A CEBPB RELA NFKB1 SNAI1"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"36","PRKDC","0.00002813","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKDC targets 8 genes from the input gene list.The full list of substrates is available below:FUS NFKB1 NFKB2 ATM CDKN1A HSP90AA1 RELA MAPK8"" style=""cursor: pointer; text-decoration: underline dotted;"">8 substrates"
"37","IKBKE","0.00003040","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""IKBKE targets 7 genes from the input gene list.The full list of substrates is available below:BTRC IRF1 IRF7 RELA STAT1 NFKB1 HSPA1A"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"38","JNK2","0.00003148","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""JNK2 targets 5 genes from the input gene list.The full list of substrates is available below:RB1 RELA SMAD2 JUN FOS"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"39","MAPK9","0.00005752","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAPK9 targets 7 genes from the input gene list.The full list of substrates is available below:CDKN1A ETS2 FOS RXRA JUN STAT3 BHLHE40"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"40","TGFBR1","0.00005811","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""TGFBR1 targets 6 genes from the input gene list.The full list of substrates is available below:TP63 IRF7 SMAD2 WWOX STAT1 PPP1CA"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"41","IKK","0.00005842","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""IKK targets 3 genes from the input gene list.The full list of substrates is available below:NFKB1 RELA NFKB2"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"42","PRKCA","0.00006500","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKCA targets 23 genes from the input gene list.The full list of substrates is available below:SPI1 JUN IKBKB FOS POU5F1 STAT1 STAT3 NFKB1 STUB1 RELA BHLHE40 IRF1 RB1 CDKN1A CDKN2A PGR CDK9 CEBPB KLF4 HIST1H3A ATM KDM1A SMAD3"" style=""cursor: pointer; text-decoration: underline dotted;"">23 substrates"
"43","CK2","0.0001028","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CK2 targets 6 genes from the input gene list.The full list of substrates is available below:SPI1 HSP90AA1 PGR HDAC2 RELA JUN"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"44","PKCIOTA","0.0001432","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKCIOTA targets 5 genes from the input gene list.The full list of substrates is available below:RELA IKBKB HSP90AA1 CHUK NFKB1"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"45","DNA","0.0001683","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""DNA targets 3 genes from the input gene list.The full list of substrates is available below:HSP90AA1 JUN NR3C1"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"46","CDK5","0.0001847","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CDK5 targets 9 genes from the input gene list.The full list of substrates is available below:RB1 NR3C1 DNMT1 HIF1A ATM CDKN1A STAT3 PPP1CA STUB1"" style=""cursor: pointer; text-decoration: underline dotted;"">9 substrates"
"47","PKCTHETA","0.0002711","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKCTHETA targets 5 genes from the input gene list.The full list of substrates is available below:IKBKB CHUK PRKCD MAPK8 LYN"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"48","JAK2","0.0002947","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""JAK2 targets 5 genes from the input gene list.The full list of substrates is available below:HIST1H3A LYN STAT1 STAT3 EZH2"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"49","PKBGAMMA","0.0003128","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKBGAMMA targets 4 genes from the input gene list.The full list of substrates is available below:CDKN1A RELA CHUK NFKB1"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"50","CHUK","0.0003266","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CHUK targets 6 genes from the input gene list.The full list of substrates is available below:BTRC RELA NFKB1 NFKB2 BCL3 HSPA1A"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"51","CDK6","0.0003532","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CDK6 targets 4 genes from the input gene list.The full list of substrates is available below:RB1 CEBPA CDKN1A NPM1"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"52","ATR","0.0003662","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""ATR targets 7 genes from the input gene list.The full list of substrates is available below:DAXX CDK9 SP1 ATM NPM1 CDKN2A PML"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"53","CK1ALPHA","0.0003679","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CK1ALPHA targets 6 genes from the input gene list.The full list of substrates is available below:RB1 FOS JUN NFKB1 ATM MDM4"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"54","MAPK10","0.0003752","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAPK10 targets 5 genes from the input gene list.The full list of substrates is available below:CDKN1A FOS JUN CDKN2A BHLHE40"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"55","CHEK1","0.0005303","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CHEK1 targets 9 genes from the input gene list.The full list of substrates is available below:RB1 TRIM28 HIST1H3A EZH2 CDKN1A FOS NFKB1 MDM4 SIN3A"" style=""cursor: pointer; text-decoration: underline dotted;"">9 substrates"
"56","CDK9","0.0006124","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CDK9 targets 4 genes from the input gene list.The full list of substrates is available below:RB1 SMAD1 SMAD3 CDK9"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"57","PRKACA","0.001037","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKACA targets 22 genes from the input gene list.The full list of substrates is available below:SPI1 LYN JUN FOS POU5F1 STAT3 NFKB1 HSP90AA1 RELA RXRA ITCH BHLHE40 RB1 HIF1A SNAI1 CDKN1A CDKN2A PGR CEBPB KLF4 SMAD4 SMAD3"" style=""cursor: pointer; text-decoration: underline dotted;"">22 substrates"
"58","RPS6KA5","0.001170","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""RPS6KA5 targets 4 genes from the input gene list.The full list of substrates is available below:RELA HIST1H3A TRIM28 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"59","LYN","0.001522","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""LYN targets 7 genes from the input gene list.The full list of substrates is available below:SPI1 TRIM28 CSNK2A1 PRKCD LYN IKBKB STAT1"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"60","TBK1","0.001746","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""TBK1 targets 5 genes from the input gene list.The full list of substrates is available below:IKBKB IRF7 RELA STAT3 HSPA1A"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"61","PKBBETA","0.001872","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKBBETA targets 4 genes from the input gene list.The full list of substrates is available below:CDKN1A RELA CHUK NFKB1"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"62","MAP2K3","0.002012","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAP2K3 targets 4 genes from the input gene list.The full list of substrates is available below:SMAD2 SMAD1 SMAD4 SMAD3"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"63","CHEK2","0.002159","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CHEK2 targets 4 genes from the input gene list.The full list of substrates is available below:RB1 TRIM28 PML MDM4"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"64","MAP2K4","0.002475","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAP2K4 targets 4 genes from the input gene list.The full list of substrates is available below:DAXX MAPK8 RXRA HSPA4"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"65","GSK3ALPHA","0.002475","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""GSK3ALPHA targets 4 genes from the input gene list.The full list of substrates is available below:PARP1 JUN NFKB1 BCL3"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"66","MAP3K14","0.002620","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAP3K14 targets 6 genes from the input gene list.The full list of substrates is available below:NFKB2 IKBKB CHUK NPM1 STUB1 HSPA1A"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"67","PIM1","0.002822","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PIM1 targets 4 genes from the input gene list.The full list of substrates is available below:CDKN1A POU5F1 RELA HIST1H3A"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"68","PIM2","0.002942","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PIM2 targets 3 genes from the input gene list.The full list of substrates is available below:CDKN1A DNMT3B POU5F1"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"69","MELK","0.003591","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MELK targets 3 genes from the input gene list.The full list of substrates is available below:SMAD2 SMAD4 SMAD3"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"70","CSNK2A2","0.004010","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CSNK2A2 targets 6 genes from the input gene list.The full list of substrates is available below:JUN CDKN1A FOS POU5F1 NPM1 STAT1"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"71","UHMK1","0.004323","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""UHMK1 targets 3 genes from the input gene list.The full list of substrates is available below:SMAD2 SMAD1 SMAD4"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"72","FYN","0.004636","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""FYN targets 7 genes from the input gene list.The full list of substrates is available below:SPI1 PRKCD LYN FOS STAT1 ITCH FUS"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"73","PRKACB","0.004720","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKACB targets 3 genes from the input gene list.The full list of substrates is available below:CDKN1A STAT1 FOS"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"74","CK2A2","0.004798","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CK2A2 targets 4 genes from the input gene list.The full list of substrates is available below:HSP90AA1 HDAC2 RELA JUN"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"75","CDK3","0.005138","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CDK3 targets 3 genes from the input gene list.The full list of substrates is available below:RB1 CDKN1A JUN"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"76","PRKCQ","0.005916","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKCQ targets 4 genes from the input gene list.The full list of substrates is available below:SPI1 IKBKB CHUK HIST1H3A"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"77","BMPR1B","0.006040","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""BMPR1B targets 3 genes from the input gene list.The full list of substrates is available below:SMAD2 SMAD1 IRF7"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"78","MAP3K5","0.007031","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAP3K5 targets 3 genes from the input gene list.The full list of substrates is available below:CDKN1A MAPK8 DAXX"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"79","PDHK1","0.007196","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PDHK1 targets 4 genes from the input gene list.The full list of substrates is available below:IKBKB HSP90AA1 CHUK PRKCD"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"80","MAP2K1","0.007899","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAP2K1 targets 4 genes from the input gene list.The full list of substrates is available below:FOS MYOD1 MAPK8 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"81","ALK","0.008113","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""ALK targets 3 genes from the input gene list.The full list of substrates is available below:RELA HSP90AA1 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"82","PLK3","0.009287","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PLK3 targets 3 genes from the input gene list.The full list of substrates is available below:HIF1A JUN NPM1"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"83","PDGFRBETA","0.009910","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PDGFRBETA targets 3 genes from the input gene list.The full list of substrates is available below:LYN PRKCD STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
