"Rank","Protein Kinase","Hypergeometric p-value","Z-score","Combined score","Enriched Substrates"
"11","AKT1","1.124e-12","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""AKT1 targets 22 genes from the input gene list.The full list of substrates is available below:SOX2 MYC AKT1 ACTN4 HIST1H3A PPARGC1A JUN EZH2 CDKN1A FOS POU5F1 NCOR1 CDKN2A STAT1 STAT3 FOXO4 SMAD3 ESR1 SP1 TCF3 KDM5A CHUK"" style=""cursor: pointer; text-decoration: underline dotted;"">22 substrates"
"12","GSK3B","2.360e-12","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""GSK3B targets 46 genes from the input gene list.The full list of substrates is available below:JUN FOS PPARG SP1 UHRF1 E2F1 TRIM24 TP63 SMARCA4 RELA TCF3 WHSC1 CDKN1A NCOR2 NCOR1 CDKN2A CEBPA CEBPB PML ASXL1 KAT5 SETDB1 KDM5A EZH2 SIRT1 POU5F1 STAT1 STAT3 NFKB1 NFE2L2 SNW1 NCOA2 NCOA3 VHL RB1 MYC MED1 CDH1 CHUK RBBP4 KLF4 SOX2 SUZ12 SMAD2 SMAD3 ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">46 substrates"
"13","ERK1","1.651e-11","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""ERK1 targets 16 genes from the input gene list.The full list of substrates is available below:KAT5 MYC PRKCD SMAD2 JUN SMAD3 ESR1 NFKB1 SP1 TCF3 FOS NCOR2 CEBPB RELA STAT1 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">16 substrates"
"14","HIPK2","2.015e-11","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""HIPK2 targets 15 genes from the input gene list.The full list of substrates is available below:TRIM28 MYC TP63 SMAD2 SMAD3 NFKB1 SUMO1 CHUK PARP1 SIRT1 NCOR1 CEBPB RELA PML ASXL1"" style=""cursor: pointer; text-decoration: underline dotted;"">15 substrates"
"15","MAPK8","2.753e-11","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAPK8 targets 18 genes from the input gene list.The full list of substrates is available below:SOX2 MYC JUN CDKN1A NCOA3 FOS SIRT1 PPARG RXRA SUZ12 CDKN2A STAT1 STAT3 CDH1 FOXO4 SP1 NFE2L2 KLF4"" style=""cursor: pointer; text-decoration: underline dotted;"">18 substrates"
"16","JNK1","2.045e-10","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""JNK1 targets 12 genes from the input gene list.The full list of substrates is available below:CDKN1A MYC FOS SIRT1 RELA E2F1 SMAD2 JUN SMAD3 STAT3 NFKB1 SP1"" style=""cursor: pointer; text-decoration: underline dotted;"">12 substrates"
"17","PKBALPHA","7.655e-10","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKBALPHA targets 16 genes from the input gene list.The full list of substrates is available below:MYC AKT1 PPARGC1A EZH2 CDKN1A NCOR2 RELA GRIP1 FOXO4 SMAD2 SMAD3 ESR1 NFKB1 HSP90AA1 CHUK MYOD1"" style=""cursor: pointer; text-decoration: underline dotted;"">16 substrates"
"18","CK2ALPHA","3.251e-9","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CK2ALPHA targets 16 genes from the input gene list.The full list of substrates is available below:RB1 MYC AKT1 JUN SMARCA4 NCOR2 RELA CDH1 VDR SP1 SUMO1 HSP90AA1 HDAC2 HDAC3 RBBP4 PML"" style=""cursor: pointer; text-decoration: underline dotted;"">16 substrates"
"19","GSK3BETA","4.801e-9","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""GSK3BETA targets 13 genes from the input gene list.The full list of substrates is available below:PPP1CC CDH1 MYC AKT1 PPARGC1A JUN SMAD3 ESR1 NFKB1 PARP1 CEBPB E2F1 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">13 substrates"
"20","CDC2","3.477e-8","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CDC2 targets 16 genes from the input gene list.The full list of substrates is available below:RB1 KAT5 TRIM28 MYC JUN EZH2 CDKN1A XPO1 PARP1 FOS NCOR1 RELA STAT3 ZBTB16 MYOD1 E2F1"" style=""cursor: pointer; text-decoration: underline dotted;"">16 substrates"
"21","RPS6KA3","2.620e-7","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""RPS6KA3 targets 15 genes from the input gene list.The full list of substrates is available below:MYC HIST1H3A JUN CDKN1A FOS POU5F1 NCOR2 KAT2B CDKN2A STAT1 STAT3 CDH1 SMAD3 ESR1 CHUK"" style=""cursor: pointer; text-decoration: underline dotted;"">15 substrates"
"22","IKKALPHA","3.328e-7","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""IKKALPHA targets 6 genes from the input gene list.The full list of substrates is available below:HSP90AA1 CHUK NFKB1 RELA NCOR2 AKT1"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"23","PRKCD","3.470e-7","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKCD targets 11 genes from the input gene list.The full list of substrates is available below:TRIM28 CDH1 PRKCD HIST1H3A JUN NFE2L2 CDKN1A FOS HDAC5 STAT1 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">11 substrates"
"24","CSNK1E","3.664e-7","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CSNK1E targets 8 genes from the input gene list.The full list of substrates is available below:CDH1 MYC NCOA3 POU5F1 CDKN2A STAT1 ESR1 SMARCA4"" style=""cursor: pointer; text-decoration: underline dotted;"">8 substrates"
"25","EGFR","6.704e-7","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""EGFR targets 12 genes from the input gene list.The full list of substrates is available below:CDH1 PRKCD ACTN4 HIST1H3A JUN ESR1 CDKN1A HSP90AA1 FOS PPARG STAT1 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">12 substrates"
"26","GSK","9.053e-7","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""GSK targets 6 genes from the input gene list.The full list of substrates is available below:CDKN1A CEBPB RELA MYC ESR1 NFKB1"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"27","PKBBETA","9.488e-7","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKBBETA targets 7 genes from the input gene list.The full list of substrates is available below:CDKN1A FOXO4 RELA AKT1 CHUK ESR1 NFKB1"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"28","SRC","0.000001158","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""SRC targets 18 genes from the input gene list.The full list of substrates is available below:RB1 MYC AKT1 PRKCD JUN CDKN1A FOS POU5F1 PPARG WWOX STAT1 STAT3 CDH1 NFKB1 CEBPB KLF4 SMAD3 ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">18 substrates"
"29","TGFBR2","0.000001162","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""TGFBR2 targets 8 genes from the input gene list.The full list of substrates is available below:CDH1 MYC HSP90AA1 SMAD2 SMAD3 NFKB1 PML SP1"" style=""cursor: pointer; text-decoration: underline dotted;"">8 substrates"
"30","ATM","0.000001436","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""ATM targets 13 genes from the input gene list.The full list of substrates is available below:RB1 SOX2 KAT5 TRIM28 TP63 MED1 SMARCA4 EZH2 PARP1 SP1 HSP90AA1 E2F1 VHL"" style=""cursor: pointer; text-decoration: underline dotted;"">13 substrates"
"31","JNK2","0.000001528","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""JNK2 targets 6 genes from the input gene list.The full list of substrates is available below:RB1 RELA MYC SMAD2 JUN FOS"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"32","GSK3ALPHA","0.000001560","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""GSK3ALPHA targets 7 genes from the input gene list.The full list of substrates is available below:CDH1 MYC AKT1 PARP1 JUN ESR1 NFKB1"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"33","PRKACA","0.000002781","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKACA targets 27 genes from the input gene list.The full list of substrates is available below:PPARGC1A JUN FOS POU5F1 STAT3 PSMC5 ZBTB16 NFKB1 HSP90AA1 UHRF1 NCOA3 RELA RXRA VDR RB1 MYC CDKN1A NCOR2 NCOR1 CDKN2A CDH1 HDAC5 CEBPB HDAC7 KLF4 SMAD3 ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">27 substrates"
"34","CHUK","0.000003387","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CHUK targets 8 genes from the input gene list.The full list of substrates is available below:MYC BTRC NCOA3 NCOR2 NCOR1 RELA ESR1 NFKB1"" style=""cursor: pointer; text-decoration: underline dotted;"">8 substrates"
"35","MAPK11","0.000005375","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAPK11 targets 9 genes from the input gene list.The full list of substrates is available below:PPARGC1A JUN ESR1 NFKB1 FOS CEBPB E2F1 STAT1 PML"" style=""cursor: pointer; text-decoration: underline dotted;"">9 substrates"
"36","CK2","0.000008209","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CK2 targets 7 genes from the input gene list.The full list of substrates is available below:CDH1 AKT1 HSP90AA1 HDAC2 RELA JUN VDR"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"37","RAF1","0.000009860","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""RAF1 targets 9 genes from the input gene list.The full list of substrates is available below:RB1 MYC AKT1 PRKCD ESR1 NFKB1 HSP90AA1 PARP1 FOS"" style=""cursor: pointer; text-decoration: underline dotted;"">9 substrates"
"38","PRKCA","0.00001094","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKCA targets 24 genes from the input gene list.The full list of substrates is available below:AKT1 JUN FOS POU5F1 STAT1 STAT3 NFKB1 NFE2L2 RELA VDR TDG RB1 MYC CDKN1A NCOR2 NCOR1 CDKN2A AHR CDH1 CEBPB KLF4 HIST1H3A SMAD3 ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">24 substrates"
"39","IKKBETA","0.00001187","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""IKKBETA targets 6 genes from the input gene list.The full list of substrates is available below:RELA AKT1 CHUK STAT3 FOS NFKB1"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"40","CHEK1","0.00001513","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CHEK1 targets 11 genes from the input gene list.The full list of substrates is available below:RB1 SOX2 TRIM28 MYC MED1 HIST1H3A EZH2 CDKN1A FOS NFKB1 E2F1"" style=""cursor: pointer; text-decoration: underline dotted;"">11 substrates"
"41","CHEK2","0.00001651","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CHEK2 targets 6 genes from the input gene list.The full list of substrates is available below:RB1 TRIM28 E2F1 VHL CDK11B PML"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"42","CDK8","0.00001703","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CDK8 targets 5 genes from the input gene list.The full list of substrates is available below:HIST1H3A E2F1 SMAD3 STAT1 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"43","ERBB2","0.00002158","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""ERBB2 targets 8 genes from the input gene list.The full list of substrates is available below:CDH1 ACTN4 ESR1 HSP90AA1 NCOA3 NCOR1 STAT1 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">8 substrates"
"44","PIM1","0.00002485","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PIM1 targets 6 genes from the input gene list.The full list of substrates is available below:CDKN1A MYC POU5F1 UHRF1 RELA HIST1H3A"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"45","CDK3","0.00002643","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CDK3 targets 5 genes from the input gene list.The full list of substrates is available below:RB1 CDKN1A E2F1 JUN ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"46","MAPK9","0.00004556","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAPK9 targets 7 genes from the input gene list.The full list of substrates is available below:CDKN1A MYC FOS FOXO4 RXRA JUN STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"47","AKT2","0.00004739","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""AKT2 targets 6 genes from the input gene list.The full list of substrates is available below:CHUK ACTN4 FOXO4 HIST1H3A PPARGC1A ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"48","IKK","0.00005245","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""IKK targets 3 genes from the input gene list.The full list of substrates is available below:NCOR2 NFKB1 RELA"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"49","PKR","0.00009864","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKR targets 5 genes from the input gene list.The full list of substrates is available below:HSP90AA1 CHUK STAT1 STAT3 NFKB1"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"50","CSNK2A2","0.0001091","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CSNK2A2 targets 8 genes from the input gene list.The full list of substrates is available below:SOX2 CDH1 MYC JUN CDKN1A FOS POU5F1 STAT1"" style=""cursor: pointer; text-decoration: underline dotted;"">8 substrates"
"51","PRKDC","0.0001602","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKDC targets 7 genes from the input gene list.The full list of substrates is available below:MYC AKT1 MED1 NFKB1 CDKN1A HSP90AA1 RELA"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"52","IKBKE","0.0002092","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""IKBKE targets 6 genes from the input gene list.The full list of substrates is available below:AKT1 BTRC RELA STAT1 ESR1 NFKB1"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"53","PKBGAMMA","0.0002724","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKBGAMMA targets 4 genes from the input gene list.The full list of substrates is available below:CDKN1A RELA CHUK NFKB1"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"54","MAPK10","0.0003172","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAPK10 targets 5 genes from the input gene list.The full list of substrates is available below:CDKN1A MYC FOS JUN CDKN2A"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"55","IKBKB","0.0003600","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""IKBKB targets 6 genes from the input gene list.The full list of substrates is available below:TP63 PARP1 FOS RELA CDKN2A NFKB1"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"56","PKD1","0.0004953","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKD1 targets 5 genes from the input gene list.The full list of substrates is available below:XPO1 HDAC5 HDAC7 JUN NFKB1"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"57","CK2A2","0.0005311","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CK2A2 targets 5 genes from the input gene list.The full list of substrates is available below:MYC HSP90AA1 HDAC2 RELA JUN"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"58","CDK9","0.0005342","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CDK9 targets 4 genes from the input gene list.The full list of substrates is available below:RB1 NCOA2 SMAD3 PPARG"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"59","MAP3K7","0.0005851","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAP3K7 targets 6 genes from the input gene list.The full list of substrates is available below:DDX5 SMAD3 HSP90AA1 HDAC5 HDAC7 E2F1"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"60","ACTR2B","0.0005966","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""ACTR2B targets 3 genes from the input gene list.The full list of substrates is available below:SMAD2 SMAD3 NCOA3"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"61","ALK","0.0007163","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""ALK targets 4 genes from the input gene list.The full list of substrates is available below:RELA HSP90AA1 NCOA6 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"62","MAP2K1","0.001005","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAP2K1 targets 5 genes from the input gene list.The full list of substrates is available below:MYC FOS MYOD1 PPARG STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"63","RPS6KA5","0.001022","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""RPS6KA5 targets 4 genes from the input gene list.The full list of substrates is available below:RELA HIST1H3A TRIM28 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"64","PKCIOTA","0.001305","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKCIOTA targets 4 genes from the input gene list.The full list of substrates is available below:RELA HSP90AA1 CHUK NFKB1"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"65","PRKCB","0.001339","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKCB targets 8 genes from the input gene list.The full list of substrates is available below:AKT1 HIST1H3A JUN CDKN1A STAT3 CDH1 ESR1 ASXL1"" style=""cursor: pointer; text-decoration: underline dotted;"">8 substrates"
"66","TBK1","0.001487","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""TBK1 targets 5 genes from the input gene list.The full list of substrates is available below:AKT1 RELA E2F1 STAT3 ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"67","PRKCZ","0.001829","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKCZ targets 5 genes from the input gene list.The full list of substrates is available below:AKT1 NCOA3 RELA STAT3 SP1"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"68","GSK3A","0.002027","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""GSK3A targets 4 genes from the input gene list.The full list of substrates is available below:MYC AKT1 CEBPA CEBPB"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"69","CK1ALPHA","0.002121","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CK1ALPHA targets 5 genes from the input gene list.The full list of substrates is available below:RB1 CDH1 FOS JUN NFKB1"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"70","JAK2","0.002319","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""JAK2 targets 4 genes from the input gene list.The full list of substrates is available below:HIST1H3A STAT1 STAT3 EZH2"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"71","RPS6KA4","0.002388","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""RPS6KA4 targets 3 genes from the input gene list.The full list of substrates is available below:RELA HIST1H3A ACTN4"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"72","PIM2","0.002655","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PIM2 targets 3 genes from the input gene list.The full list of substrates is available below:CDKN1A MYC POU5F1"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"73","MOK","0.002940","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MOK targets 3 genes from the input gene list.The full list of substrates is available below:MYC JUN NFKB1"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"74","CDK5","0.003206","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CDK5 targets 7 genes from the input gene list.The full list of substrates is available below:RB1 MYC NFE2L2 CDKN1A PPARG HDAC5 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"75","TGFBR1","0.003776","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""TGFBR1 targets 4 genes from the input gene list.The full list of substrates is available below:TP63 SMAD2 WWOX STAT1"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"76","CDK6","0.003906","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CDK6 targets 3 genes from the input gene list.The full list of substrates is available below:RB1 CEBPA CDKN1A"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"77","CAMK4","0.003906","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CAMK4 targets 3 genes from the input gene list.The full list of substrates is available below:HDAC5 PHB2 RELA"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"78","DNA","0.004241","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""DNA targets 2 genes from the input gene list.The full list of substrates is available below:HSP90AA1 JUN"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"79","PRKACB","0.004266","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKACB targets 3 genes from the input gene list.The full list of substrates is available below:CDKN1A STAT1 FOS"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"80","PRKAA1","0.005005","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKAA1 targets 5 genes from the input gene list.The full list of substrates is available below:RB1 MED1 ACTN4 NFE2L2 HDAC5"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"81","RPS6KB1","0.005756","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""RPS6KB1 targets 4 genes from the input gene list.The full list of substrates is available below:TP63 PPARGC1A CDKN2A ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
