"Rank","Protein Kinase","Hypergeometric p-value","Z-score","Combined score","Enriched Substrates"
"23","PLK1","0.000001780","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PLK1 targets 14 genes from the input gene list.The full list of substrates is available below:SMC3 CHEK2 MYC TP53 RAD21 TP53BP1 STAG2 TOP2A CDKN1A XPO1 SUZ12 NPM1 YY1 SMC1A"" style=""cursor: pointer; text-decoration: underline dotted;"">14 substrates"
"24","GSK3ALPHA","0.000002159","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""GSK3ALPHA targets 7 genes from the input gene list.The full list of substrates is available below:GSK3B MYC AKT1 PARP1 TP53 JUN ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"25","TBK1","0.000003187","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""TBK1 targets 8 genes from the input gene list.The full list of substrates is available below:AKT1 IRF7 SQSTM1 RELA E2F1 STAT6 STAT3 ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">8 substrates"
"26","PKBALPHA","0.000003870","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKBALPHA targets 12 genes from the input gene list.The full list of substrates is available below:MYC AKT1 SMARCC1 TP53 EZH2 CDKN1A NCOR2 RELA NPM1 SMAD3 ESR1 GSK3B"" style=""cursor: pointer; text-decoration: underline dotted;"">12 substrates"
"27","CHEK1","0.000004239","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CHEK1 targets 12 genes from the input gene list.The full list of substrates is available below:SOX2 TRIM28 MYC TP53 TP53BP1 EZH2 TOP2A CDKN1A YBX1 SIN3A H2AFX E2F1"" style=""cursor: pointer; text-decoration: underline dotted;"">12 substrates"
"28","PRKCD","0.000004324","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKCD targets 10 genes from the input gene list.The full list of substrates is available below:TRIM28 SQSTM1 TP53 LYN JUN NFE2L2 GSK3B CDKN1A MAPK8 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">10 substrates"
"29","PLK3","0.000006638","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PLK3 targets 6 genes from the input gene list.The full list of substrates is available below:TOP2A HIF1A CHEK2 JUN NPM1 TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"30","ERK2","0.000008010","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""ERK2 targets 10 genes from the input gene list.The full list of substrates is available below:MYC TP53 JUN SMAD3 ESR1 NCOR2 CEBPB RELA MAPK7 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">10 substrates"
"31","ATR","0.000008521","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""ATR targets 9 genes from the input gene list.The full list of substrates is available below:CHEK2 TP53 ATM H2AFX SMC1A E2F1 NPM1 CDKN2A PML"" style=""cursor: pointer; text-decoration: underline dotted;"">9 substrates"
"32","IKKBETA","0.00001564","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""IKKBETA targets 6 genes from the input gene list.The full list of substrates is available below:RELA AKT1 STAT3 IRF7 SQSTM1 TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"33","CHEK2","0.00002172","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CHEK2 targets 6 genes from the input gene list.The full list of substrates is available below:TRIM28 CHEK2 TP53 E2F1 VHL PML"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"34","CSNK2A2","0.00002411","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CSNK2A2 targets 9 genes from the input gene list.The full list of substrates is available below:SMC3 SOX2 MYC TP53 JUN TOP2A CDKN1A POU5F1 NPM1"" style=""cursor: pointer; text-decoration: underline dotted;"">9 substrates"
"35","RPS6KA1","0.00003282","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""RPS6KA1 targets 7 genes from the input gene list.The full list of substrates is available below:GSK3B YBX1 TP53 CEBPB MAPK7 JUN ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"36","CDK5","0.00003757","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CDK5 targets 10 genes from the input gene list.The full list of substrates is available below:NR3C1 MYC TP53 DNMT1 HIF1A ATM NFE2L2 GSK3B CDKN1A STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">10 substrates"
"37","MAPK11","0.00005816","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAPK11 targets 8 genes from the input gene list.The full list of substrates is available below:NR3C1 TP53 LYN JUN ESR1 CEBPB E2F1 PML"" style=""cursor: pointer; text-decoration: underline dotted;"">8 substrates"
"38","ABL1","0.00008907","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""ABL1 targets 9 genes from the input gene list.The full list of substrates is available below:MYC TP53 JUN ESR1 CDKN1A CEBPB HDAC2 ERBB4 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">9 substrates"
"39","CHK2","0.00009008","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CHK2 targets 3 genes from the input gene list.The full list of substrates is available below:CHEK2 E2F1 TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"40","CK2","0.0001097","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CK2 targets 6 genes from the input gene list.The full list of substrates is available below:TOP2A AKT1 HDAC2 RELA MAPK9 JUN"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"41","IKKALPHA","0.0001662","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""IKKALPHA targets 4 genes from the input gene list.The full list of substrates is available below:RELA NCOR2 IRF7 AKT1"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"42","DNA","0.0001743","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""DNA targets 3 genes from the input gene list.The full list of substrates is available below:JUN NR3C1 TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"43","PKBBETA","0.0002013","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKBBETA targets 5 genes from the input gene list.The full list of substrates is available below:GSK3B CDKN1A RELA AKT1 ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"44","MTOR","0.0002400","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MTOR targets 7 genes from the input gene list.The full list of substrates is available below:MYC AKT1 SQSTM1 DNMT1 JUN ESR1 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"45","CSNK1A1","0.0002895","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CSNK1A1 targets 6 genes from the input gene list.The full list of substrates is available below:CDKN1A YBX1 SQSTM1 TP53 RELA VHL"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"46","AURORAA","0.0003080","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""AURORAA targets 6 genes from the input gene list.The full list of substrates is available below:TOP2A GSK3B AKT1 NCOR1 TP53 HDAC3"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"47","PIM1","0.0003379","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PIM1 targets 5 genes from the input gene list.The full list of substrates is available below:CDKN1A MYC POU5F1 UHRF1 RELA"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"48","CHUK","0.0003480","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CHUK targets 6 genes from the input gene list.The full list of substrates is available below:MYC BTRC NCOR2 NCOR1 RELA ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"49","PRKCB","0.0004160","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKCB targets 9 genes from the input gene list.The full list of substrates is available below:AKT1 TP53 JUN CDKN1A STAT3 ESR1 GSK3B MAPK9 ASXL1"" style=""cursor: pointer; text-decoration: underline dotted;"">9 substrates"
"50","CDK3","0.0004652","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CDK3 targets 4 genes from the input gene list.The full list of substrates is available below:CDKN1A E2F1 JUN ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"51","JNK2","0.0004652","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""JNK2 targets 4 genes from the input gene list.The full list of substrates is available below:RELA MYC JUN TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"52","MAPK9","0.0004659","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAPK9 targets 6 genes from the input gene list.The full list of substrates is available below:CDKN1A MYC H2AFX TP53 JUN STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"53","RAF1","0.0005913","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""RAF1 targets 7 genes from the input gene list.The full list of substrates is available below:NR3C1 MYC AKT1 TP53 ESR1 PARP1 MAPK7"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"54","PRKCA","0.0006008","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKCA targets 21 genes from the input gene list.The full list of substrates is available below:AKT1 JUN POU5F1 STAT3 SQSTM1 NFE2L2 TP53 RELA GSK3B MYC CDKN1A NCOR2 NCOR1 CDKN2A AHR CEBPB ATM TOP2A SMAD3 ESR1 ERBB4"" style=""cursor: pointer; text-decoration: underline dotted;"">21 substrates"
"55","PKD1","0.0006171","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKD1 targets 5 genes from the input gene list.The full list of substrates is available below:XPO1 TP53 MAPK9 MAPK8 JUN"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"56","CK2A2","0.0006614","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CK2A2 targets 5 genes from the input gene list.The full list of substrates is available below:MYC NCL HDAC2 RELA JUN"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"57","RET","0.0008576","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""RET targets 4 genes from the input gene list.The full list of substrates is available below:MAPK9 MAPK8 AKT1 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"58","DYRK2","0.001029","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""DYRK2 targets 4 genes from the input gene list.The full list of substrates is available below:MYC JUN STAT3 TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"59","TGFBR2","0.001246","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""TGFBR2 targets 5 genes from the input gene list.The full list of substrates is available below:MYC TP53 SMAD3 PML SNAI1"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"60","PKR","0.001328","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKR targets 4 genes from the input gene list.The full list of substrates is available below:NPM1 STAT3 IRF7 TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"61","AURKB","0.001465","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""AURKB targets 7 genes from the input gene list.The full list of substrates is available below:YY1 SSU72 TP53 CDCA5 TP53BP1 ATM TOP2A"" style=""cursor: pointer; text-decoration: underline dotted;"">7 substrates"
"62","SRC","0.001540","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""SRC targets 13 genes from the input gene list.The full list of substrates is available below:MYC AKT1 LYN JUN CDKN1A POU5F1 WWOX STAT3 CEBPB TP53 TOP2A SMAD3 ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">13 substrates"
"63","CSNK1D","0.001683","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CSNK1D targets 4 genes from the input gene list.The full list of substrates is available below:DNMT1 UHRF1 HIF1A TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"64","IKBKE","0.001938","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""IKBKE targets 5 genes from the input gene list.The full list of substrates is available below:AKT1 BTRC IRF7 RELA ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"65","IKK","0.002218","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""IKK targets 2 genes from the input gene list.The full list of substrates is available below:NCOR2 RELA"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"66","PRKCZ","0.002259","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKCZ targets 5 genes from the input gene list.The full list of substrates is available below:GSK3B AKT1 RELA MAPK7 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"67","AURKA","0.002259","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""AURKA targets 5 genes from the input gene list.The full list of substrates is available below:GSK3B CDKN1A TP53 VHL ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"68","NIK","0.002937","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""NIK targets 2 genes from the input gene list.The full list of substrates is available below:CEBPB TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"69","PIM2","0.003041","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PIM2 targets 3 genes from the input gene list.The full list of substrates is available below:CDKN1A MYC POU5F1"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"70","MAPK10","0.003340","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAPK10 targets 4 genes from the input gene list.The full list of substrates is available below:CDKN1A MYC JUN CDKN2A"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"71","PKBGAMMA","0.004079","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PKBGAMMA targets 3 genes from the input gene list.The full list of substrates is available below:GSK3B CDKN1A RELA"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"72","CDC7","0.004079","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CDC7 targets 3 genes from the input gene list.The full list of substrates is available below:TOP2A NPM1 NCL"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"73","CDK8","0.004079","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CDK8 targets 3 genes from the input gene list.The full list of substrates is available below:E2F1 SMAD3 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"74","AXL","0.005309","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""AXL targets 3 genes from the input gene list.The full list of substrates is available below:AKT1 LYN STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"75","TTK","0.005458","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""TTK targets 5 genes from the input gene list.The full list of substrates is available below:CHEK2 TP53 TOP2A XPO1 E2F1"" style=""cursor: pointer; text-decoration: underline dotted;"">5 substrates"
"76","PRKACA","0.006378","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""PRKACA targets 20 genes from the input gene list.The full list of substrates is available below:LYN JUN POU5F1 STAT3 UHRF1 TP53 RELA GSK3B MYC HIF1A SNAI1 CDKN1A NCOR2 NCOR1 CDKN2A CEBPB TOP2A TOP2B SMAD3 ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">20 substrates"
"77","RPS6KB1","0.006810","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""RPS6KB1 targets 4 genes from the input gene list.The full list of substrates is available below:TOP2A GSK3B CDKN2A ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"78","LYN","0.007225","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""LYN targets 6 genes from the input gene list.The full list of substrates is available below:YY1 TRIM28 MYC TP53 LYN TOP2A"" style=""cursor: pointer; text-decoration: underline dotted;"">6 substrates"
"79","JNK3","0.007907","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""JNK3 targets 2 genes from the input gene list.The full list of substrates is available below:JUN TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">2 substrates"
"80","MAP2K1","0.008228","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""MAP2K1 targets 4 genes from the input gene list.The full list of substrates is available below:GSK3B MYC MAPK8 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"81","ALK","0.008378","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""ALK targets 3 genes from the input gene list.The full list of substrates is available below:RELA STAT3 TP53"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
"82","CDK7","0.009410","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""CDK7 targets 4 genes from the input gene list.The full list of substrates is available below:TOP2A TP53 E2F1 ESR1"" style=""cursor: pointer; text-decoration: underline dotted;"">4 substrates"
"83","RPS6KA5","0.01090","0.00","0.00",""" title=""Overlapping EnrichrSubstrates"" data-content=""RPS6KA5 targets 3 genes from the input gene list.The full list of substrates is available below:RELA TRIM28 STAT3"" style=""cursor: pointer; text-decoration: underline dotted;"">3 substrates"
